小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,128㎡,南北,低层(共18层),2020年建造,11172元/㎡,143万,万达广场旁 品质楼盘云星公园华府 新装修大三房 旁边就是校园
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,100㎡,南,中层(共32层),2020年建造,10600元/㎡,106万,只要15w，中间楼层采光好，视野开阔无遮挡
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,122㎡,南,低层(共17层),2020年建造,11312元/㎡,138万,万达广场旁，出门就是公园，可拎包入住
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,低层(共30层),2019年建造,10983元/㎡,123万,3室2厅 电梯房 精装修 保利嘉福心语 看房方便 有钥匙
御景江山,开发区开发区迎宾大道迎宾大道1号,4室2厅2卫,86㎡,北,高层(共19层),2013年建造,10814元/㎡,93万,电梯四房，临江而居，演绎浪漫风情。
桃李春天,开发区东江源大道纬二路10号,3室2厅2卫,130.28㎡,南,高层(共32层),2018年建造,8290元/㎡,108万,免个税经开发区毛坯通透三房可改四房赠送入户花园园林小区视野好
金丰山庄1区,开发区金东路金东路,3室2厅1卫,99㎡,南,中层(共7层),2009年建造,7677元/㎡,76万,水韵花都旁 通透三房 全新精装未入住 步行万达广场600米
嘉年华小区,开发区东江源大道金东路6号,2室2厅1卫,66.56㎡,南,低层(共6层),2007年建造,7362元/㎡,49万,经开发区万达广场旁全新精装两房拎包入住东边套三面采光金岭西路
天空之城,开发区东江源大道紫荆路,4室2厅2卫,125㎡,南,高层(共33层),2021年建造,11840元/㎡,148万,南北通透大阳台，凤凰楼层已封窗，全新装修未入住
赣南机械厂家属楼,开发区金岭大道金岭路,2室2厅1卫,82.23㎡,南,低层(共7层),1999年建造,6300元/㎡,51.8万,新区旁赣南机械厂单位房大气通透两房可改三房采光好停车小区改造
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,111㎡,南,中层(共30层),2020年建造,9460元/㎡,105万,实拍五一必看央企保利物业南向高层园林景观单价不过万
招商雍景湾,开发区东江源大道橙香大道,4室2厅2卫,128㎡,南,高层(共8层),2019年建造,16797元/㎡,215万,招商雍景湾 洋房急售 户型方正 南北通透 品质小区 改善
塞纳春天,开发区东江源大道金星路13号,4室2厅2卫,143㎡,南北,中层(共15层),2012年建造,9721元/㎡,139万,万达对面   方便 10几米大阳台  全新装修未入住电梯4房
七一九社区(南苑),开发区金岭大道金岭大道9号,3室2厅1卫,105㎡,南北,中层(共7层),2001年建造,6477元/㎡,68万,万达广场1公里 成熟社区 生活便利 理工大学附属金岭晓学
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅2卫,143㎡,南,高层(共30层),2014年建造,8812元/㎡,126万,双卫 南向采光好 小区新 商品房 精装好房 高楼层视野好
天空之城,开发区东江源大道紫荆路,3室2厅2卫,120㎡,南北,高层(共33层),2020年建造,9667元/㎡,116万,天空之城 电梯高层 通透三房 带8米长阳台 急售116万
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,110㎡,南,中层(共26层),2020年建造,10273元/㎡,113万,真实在售现房 万达商圈单价一万多高层南向长阳台格局方正采光好
中梁蟠龙府,开发区金岭大道工业二路,3室2厅1卫,91.22㎡,南,高层(共18层),2019年建造,10700元/㎡,97.6万,急售！开发区中梁蟠龙府中间楼层精装三房，带家具家电拎包入住
隐龙山庄,开发区金东路金东路13号,3室2厅2卫,135㎡,南北,低层(共11层),2013年建造,8297元/㎡,112万,隐龙山庄 精装电梯通透三房 带7米长阳台 急售112万
嘉福尚江府,开发区东江源大道东江源大道,4室2厅2卫,143㎡,南,高层(共33层),2019年建造,14686元/㎡,210万,全线江景 嘉福 尚江府 南北通透大气四房 中高楼层 视野开阔
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,82㎡,南北,中层(共30层),2015年建造,9147元/㎡,75万,劲嘉山与城 70年产权 精装修 中间楼层采光好 小三居
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,128㎡,南,中层(共20层),2015年建造,10313元/㎡,132万,万达广场广场旁 电梯四房 中间楼层 房东外地发展诚意出售
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,124㎡,南北,高层(共33层),2019年建造,11775元/㎡,146万,章江新区旁 金湾爱尚里 全新装修4房 一线江景 近香格里拉
天空之城,开发区东江源大道紫荆路,3室2厅2卫,96㎡,南,高层(共33层),2021年建造,12813元/㎡,123万,国企旁 精装三房两厅两卫
金丰山庄1区,开发区金东路金东路,3室2厅1卫,102㎡,南北,中层(共6层),2009年建造,7451元/㎡,76万,实拍全新豪装通透3房送柴间，家门口品质铭俯万达商圈地段好税少
力高水投君逸府,开发区华坚路金坪西路,3室2厅1卫,89㎡,南,高层(共18层),2020年建造,11124元/㎡,99万,万达广场商圈 精装 电梯三房 中高楼层 2022 年房龄
碧桂园玺台,开发区东江源大道香江大道,6室2厅3卫,222㎡,南,中层(共9层),2019年建造,10361元/㎡,230万,经开发区大平层毛坯六房双主卧长阳台花园小菜地南北通透园林小区
世纪花城,开发区紫荆路华坚北路,3室2厅2卫,108㎡,南,中层(共17层),2019年建造,11667元/㎡,126万,万达广场商圈网红小区世纪花城全新精装大三房三卧朝南电梯中层
星河广场,开发区金东路金东路,4室2厅2卫,120㎡,南北,高层(共15层),2021年建造,9667元/㎡,116万,实拍急售全新精装电梯通透4房，万达商圈品质铭俯，房龄新地段好
财茂香溢华府,开发区紫荆路紫荆路8号,3室2厅1卫,90㎡,南,中层(共11层),2015年建造,11089元/㎡,99.8万,世纪花城旁 南北通透 电梯  精装三房 东边套  带产权车位
桃李春天,开发区东江源大道纬二路10号,3室2厅1卫,100㎡,南,高层(共31层),2020年建造,10700元/㎡,107万,万达商圈 杨梅商业综合体旁 全新精装三房未入住 电梯22楼
水韵嘉城A区,开发区东江源大道东江源大道,4室2厅2卫,110㎡,南北,高层(共6层),2014年建造,8091元/㎡,89万,经开区  万达广场旁  南北通透  得房率高  拎包入住
圣地亚哥,开发区金岭大道金岭西路75号,4室2厅2卫,136㎡,南,高层(共33层),2017年建造,10662元/㎡,145万,星洲湾旁 全线江景 电梯 南北通透精装 四房 视野开阔
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,110㎡,南,高层(共33层),2022年建造,12273元/㎡,135万,真实在售！金凤梅园旁，精装大三房，全新装修未入住业主诚意卖
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,124㎡,南北,高层(共33层),2019年建造,11775元/㎡,146万,章江新区旁 金湾爱尚里 全新装修4房 一线江景 近香格里拉
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,89.52㎡,南,低层(共26层),2018年建造,8379元/㎡,75万,，精装三房未入住，房东换工作诚意出售，随时看房
水韵嘉城A区,开发区东江源大道东江源大道,4室2厅2卫,110㎡,南北,高层(共6层),2014年建造,8091元/㎡,89万,经开区  万达广场旁  南北通透  得房率高  拎包入住
桃李春天,开发区东江源大道纬二路10号,3室2厅1卫,100㎡,南,高层(共31层),2020年建造,10700元/㎡,107万,万达商圈 杨梅商业综合体旁 全新精装三房未入住 电梯22楼
铭欣华府,开发区东江源大道文峰北路,3室2厅1卫,95㎡,南,高层(共18层),2015年建造,9053元/㎡,86万,首期21万 买万达广场商圈 铭欣华府 江景精装三房电梯16层
嘉福尚江府,开发区东江源大道东江源大道,3室2厅2卫,120.63㎡,南,高层(共33层),2021年建造,14756元/㎡,178万,景观  业主大上海买豪宅，急售180万
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,3室2厅2卫,132㎡,南北,低层(共18层),2015年建造,9697元/㎡,128万,经开区   万达广场旁  电梯小高层  精装3房  拎包入住
台湾城,开发区东江源大道东江源大道222号,3室2厅1卫,85㎡,南,低层(共30层),2018年建造,12000元/㎡,102万,全新精装修三房 现代轻奢风格 采光好 出行便利 随时看房
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,135㎡,南,中层(共25层),2017年建造,9630元/㎡,130万,水韵嘉城C区，正规南北通透大4房，精修没入住过，诚意出售
桃李春天,开发区东江源大道纬二路10号,3室2厅1卫,90㎡,南,高层(共32层),2019年建造,11889元/㎡,107万,豪装大三房  景观  位置   零公摊急售107万
章江苑(章贡),开发区金岭大道华坚南路,4室2厅2卫,137㎡,南北,低层(共7层),2008年建造,8395元/㎡,115万,品质好房  章江新区旁  精装4房  南北通透
章江苑(章贡),开发区金岭大道华坚南路,3室2厅2卫,138㎡,南北,低层(共6层),2012年建造,7102元/㎡,98万,章江新区旁 公务员小区 小洋房房东急售 房东换大房子了
恒大悦龙台,开发区紫荆路紫荆路,3室2厅2卫,126㎡,南北,高层(共17层),2021年建造,9921元/㎡,125万,南北通透双阳台户型，次新房好楼层
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅1卫,85.9㎡,南北,中层(共31层),2015年建造,11409元/㎡,98万,开发区精装三房 全新装修全线江景采光无遮挡
香江半岛,开发区金东路金东路,5室2厅2卫,145㎡,南北,低层(共33层),2019年建造,10690元/㎡,155万,送产权车位 厚德书院旁 江景5房 南北通透边套 改善
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅2卫,125㎡,南,高层(共18层),2014年建造,9200元/㎡,115万,带车位3加1户型 电梯房 高楼层视野好 产权清晰 双卫生间
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,100㎡,南,高层(共26层),2017年建造,8800元/㎡,88万,山与城，中间楼层 ，精装大三房，性价比高
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,95㎡,南北,高层(共20层),2020年建造,10211元/㎡,97万,万达商圈！王炸三房！99平！惊喜急售！97万精装住！安静！
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅1卫,89㎡,南,低层(共33层),2020年建造,9663元/㎡,86万,国企旁 网红小区  精装三房2厅
圣地亚哥,开发区金岭大道金岭西路75号,4室2厅2卫,143.5㎡,南北,中层(共33层),2015年建造,10872元/㎡,156万,商业配套齐全 楼龄新 精装修 南北通透 70年产权 中间楼层
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,110㎡,南北,高层(共33层),2020年建造,12455元/㎡,137万,实拍刚需精致温馨通透3房，万达商圈品质铭俯，高端物业人车分流
招商雍景湾,开发区东江源大道橙香大道,4室2厅2卫,128㎡,南,中层(共11层),2020年建造,18125元/㎡,232万,全景VR看房 招商雍景湾洋房滨江公园牡丹亭视野开阔中间楼层
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108㎡,南北,高层(共33层),2019年建造,10649元/㎡,115万,笋盘来袭，精装修，直接拎包入住！诚意出售！没有入住过！楼层好
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,117㎡,南,低层(共18层),2020年建造,9830元/㎡,115万,万达商圈，东边套，金凤梅公园旁，电梯好楼层
汉泰上上城,开发区东江源大道金岭东大道,4室2厅1卫,108㎡,南,高层(共22层),2017年建造,11667元/㎡,126万,汉泰上上城 江景四房两厅 南北通透 采光日照非常好 126万
中海左岸岚庭,开发区东江源大道东江源大道,3室2厅2卫,110㎡,南,低层(共15层),2020年建造,11364元/㎡,125万,中海左岸岚庭，精装修拎包入住，小高层东边套性价比高
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,130㎡,南,中层(共33层),2019年建造,11539元/㎡,150万,全新豪装含泪出售经开发区四房南北通透赠送入户花园大阳台视野好
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,98㎡,南,中层(共31层),2019年建造,10409元/㎡,102万,经开发区恒大开发精装修三房朝南采光好园林小区景观天骄小配套齐
台湾城,开发区东江源大道东江源大道222号,3室2厅2卫,85.34㎡,南,低层(共30层),2018年建造,12304元/㎡,105万,速来速来  乘高铁去台湾看房去
桃李春天,开发区东江源大道纬二路10号,3室2厅2卫,91㎡,南北,高层(共30层),2021年建造,11649元/㎡,106万,刚需  3房 中海碧桂园旁园林小区   楼层
福荣香格里拉,开发区东江源大道滨江大道8号,3室2厅2卫,96㎡,南,低层(共28层),2019年建造,12709元/㎡,122万,捡漏 高赠送 万达广场旁 三房二卫 不临街安静
隆泰华庭,开发区紫荆路紫荆路,4室2厅2卫,160㎡,南北,高层(共17层),2019年建造,8938元/㎡,143万,隆泰华庭，电梯复式楼2套出售，楼下自己住，楼上出租
台湾城,开发区东江源大道东江源大道222号,3室2厅2卫,103㎡,南,低层(共32层),2021年建造,10680元/㎡,110万,万达广场旁，视野开阔无遮挡，好晒太阳
中海左岸岚庭,开发区东江源大道东江源大道,4室2厅2卫,140㎡,南,中层(共11层),2020年建造,12358元/㎡,173万,万达广场商圈中海洋房电梯中上层全新精装大四房南北通透未入住
天空之城,开发区东江源大道紫荆路,3室2厅2卫,120㎡,南北,高层(共32层),2020年建造,9584元/㎡,115万,捡漏 亏本急售卖，天空之城 网红小区，南北通透双阳
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,3室2厅2卫,128㎡,南,中层(共31层),2013年建造,10079元/㎡,129万,捡漏单价1万多南北双阳台三个卧室二个带阳台入户花园仅129万
圣地亚哥,开发区金岭大道金岭西路75号,4室2厅2卫,136㎡,南北,低层(共28层),2017年建造,10883元/㎡,148万,急售 圣.地亚哥 豪华装修江景四房 视野无遮挡 随时看房
贵竹城(章贡),开发区开发区迎宾大道华坚中路22号,3室2厅1卫,95㎡,南北,中层(共11层),2012年建造,9885元/㎡,93.9万,经开区  万达商圈  保利天汇一墙之隔  电梯精装3房
财茂香溢华府,开发区紫荆路紫荆路8号,4室2厅2卫,118㎡,南,低层(共6层),2017年建造,8899元/㎡,105万,香溢华府，正规大4房，南北通透双阳台，单价9000性价比高
隆泰华庭,开发区紫荆路紫荆路,3室2厅2卫,123㎡,南北,中层(共17层),2018年建造,8781元/㎡,108万,笋盘来袭，强力推荐！满两年，一梯一户！三天必卖！户型方正！
粮食城风和日丽,开发区东江源大道东江源大道,3室2厅1卫,105㎡,南,低层(共17层),2015年建造,9048元/㎡,95万,业主急售粮食城精装三房有电梯户型方正
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,121㎡,南,低层(共18层),2020年建造,9505元/㎡,115万,万达商圈，品质物业，刚交房新小区单价9500，性价比高
天空之城,开发区东江源大道紫荆路,3室2厅2卫,96㎡,南,低层(共29层),2020年建造,11771元/㎡,113万,经开区中  旁 豪装三房
财茂香溢华府,开发区紫荆路紫荆路8号,5室3厅2卫,140㎡,南,高层(共6层),2020年建造,8000元/㎡,112万,香溢华府，正规大复式，使用面积180平人口多改善性看过来
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,3室2厅2卫,140㎡,南,高层(共7层),2020年建造,16072元/㎡,225万,恒大帝景珑郡苑洋房  大三房 两卫   性价比
碧桂园玺台,开发区东江源大道香江大道,3室2厅2卫,123㎡,南北,中层(共11层),2020年建造,10244元/㎡,126万,真实。碧桂园玺台亏本出售，精装三房，中海左岸岚庭，左岸馥园旁
锦绣新天地(二期),开发区开发区迎宾大道迎宾大道89号,3室2厅2卫,143㎡,南北,低层(共7层),2017年建造,8252元/㎡,118万,急售！世纪华联旁带40平露台，豪华装修3房，单价仅售8200
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108㎡,南北,中层(共30层),2019年建造,10186元/㎡,110万,赣八中旁 南北通透 三房两卫精装三房
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,99㎡,南北,中层(共32层),2021年建造,10000元/㎡,99万,笋盘来袭，强力推荐，户型方正，楼层视野采光好！房东诚意出售！
铭欣华府,开发区东江源大道文峰北路,3室2厅1卫,85㎡,南,中层(共11层),2015年建造,8942元/㎡,76万,万达广场商圈电梯精装三房76万南北通透美的君兰半岛碧桂园旁
锦江公馆,开发区金东路金东北路58号,5室2厅3卫,205㎡,南北,高层(共26层),2020年建造,12000元/㎡,246万,经开区  江景大平层  全线江景   4个阳台 南北通透
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,130㎡,南北,高层(共32层),2021年建造,9231元/㎡,120万,笋盘来袭，强力推荐！性价比高！房东诚意出售满两年，浇筑好了！
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅2卫,121㎡,南,高层(共30层),2016年建造,9753元/㎡,118万,开发区   亚哥 全新装修 全线江景 通透大三房
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,低层(共26层),2020年建造,8929元/㎡,100万,保利嘉福心语，捡漏   ，性价比高，次新小区
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅1卫,96㎡,南北,高层(共33层),2017年建造,10105元/㎡,97万,万达广场旁   亚哥高楼层三房 看江景 急售
铭欣华府,开发区东江源大道文峰北路,4室2厅2卫,135㎡,南北,高层(共16层),2019年建造,8593元/㎡,116万,实拍尊享阔气通透4房，万达商圈品质铭俯，采光足房型正人车分流
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅2卫,108㎡,南,高层(共25层),2019年建造,9723元/㎡,105万,视野  通透大三房新力二期     楼层   急售105
福荣香格里拉,开发区东江源大道滨江大道8号,5室2厅3卫,135㎡,南,中层(共30层),2020年建造,12223元/㎡,165万,嘉福尚江府旁 一线江景 五房 全屋中央空调 精装 拎包入住
中海左岸岚庭,开发区东江源大道东江源大道,2室2厅2卫,103㎡,南,低层(共19层),2020年建造,9981元/㎡,102.8万,经开发区带70平花园精装两房可改三房南北通透种菜养花烧烤养狗
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,3室2厅2卫,136㎡,南北,中层(共11层),2015年建造,9412元/㎡,128万,经开区万达商圈 电梯豪装边套小洋房 品质小区嘉福物业中楼层
福荣香格里拉,开发区东江源大道滨江大道8号,5室2厅3卫,135㎡,南,中层(共30层),2020年建造,12223元/㎡,165万,嘉福尚江府旁 一线江景 五房 全屋中央空调 精装 拎包入住
锦江公馆,开发区金东路金东北路58号,5室2厅3卫,205㎡,南北,高层(共26层),2020年建造,12000元/㎡,246万,经开区  江景大平层  全线江景   4个阳台 南北通透
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅1卫,96㎡,南北,高层(共33层),2017年建造,10105元/㎡,97万,万达广场旁   亚哥高楼层三房 看江景 急售
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,低层(共26层),2020年建造,8929元/㎡,100万,保利嘉福心语，捡漏   ，性价比高，次新小区
中海左岸岚庭,开发区东江源大道东江源大道,4室2厅2卫,141㎡,南,中层(共11层),2020年建造,11703元/㎡,165万,国企洋房 中海左岸岚庭 电梯中层 精装四房 南北通透 双阳台
锦绣星城,开发区开发区迎宾大道迎宾大道8号,4室2厅2卫,138㎡,南,低层(共11层),2010年建造,7247元/㎡,100万,锦绣星城，电梯  电梯正规4房 总价只要100万
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,81㎡,南,中层(共28层),2020年建造,9630元/㎡,78万,单身小姐姐的闺房2020新装     月供2000拎包入住
恒大悦龙台,开发区紫荆路紫荆路,4室2厅2卫,143㎡,南,中层(共32层),2021年建造,9091元/㎡,130万,恒大悦龙台，捡漏房源，业主重新装修带家具家电
天空之城,开发区东江源大道紫荆路,3室2厅2卫,108㎡,南,高层(共34层),2021年建造,11389元/㎡,123万,25万豪装全屋大理石通铺 品牌衣柜定制真材实料豪装首期25万
御景江山,开发区开发区迎宾大道迎宾大道1号,4室2厅2卫,119㎡,南北,高层(共19层),2012年建造,7891元/㎡,93.9万,复式精装四房急售经开发区杨梅渡公园在楼下一线江景视野采光好
碧桂园玺台,开发区东江源大道香江大道,4室2厅2卫,128㎡,南,中层(共28层),2020年建造,10547元/㎡,135万,碧桂园，精装没入住过，南北通透双阳台
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,99㎡,南,中层(共26层),2020年建造,10607元/㎡,105万,捡漏啦！开发区国企旁精装三房
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,111㎡,南,中层(共31层),2020年建造,9460元/㎡,105万,开发区，毛坯三房，首期只有20W，随时看房，房东急售价格
铭欣华府,开发区东江源大道文峰北路,4室2厅2卫,132㎡,南,高层(共18层),2015年建造,9546元/㎡,126万,经开区万达广场商圈精装四房126万南北通透小区门口就是高架桥
水韵花都(东区),开发区开发区迎宾大道迎宾大道6号,4室2厅3卫,160㎡,南,高层(共6层),2008年建造,6875元/㎡,110万,水韵花都，单价6400，带独立露台 露台 正规复式4房
沁园小区(文峰北路),开发区文峰北路文峰北路,4室2厅2卫,143.16㎡,南,高层(共11层),2012年建造,8313元/㎡,119万,万达广场旁全新精装大四房拎包入住好停车视野开阔小高层保利天汇
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,3室2厅2卫,128㎡,南,中层(共7层),2020年建造,16016元/㎡,205万,恒大帝景珑郡苑  豪装洋房三房两厅两卫只要200多万
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,99㎡,南,中层(共30层),2020年建造,9596元/㎡,95万,国际企业中心旁 恒大悦龙台看湖景精装高层南向小三房特好晒太阳
招商雍景湾,开发区东江源大道橙香大道,4室2厅2卫,130㎡,南北,低层(共14层),2021年建造,15385元/㎡,200万,招商雍景湾    的四房两卫 牡丹亭   价格好聊
世纪花城,开发区紫荆路华坚北路,3室2厅2卫,115㎡,南,高层(共33层),2019年建造,10348元/㎡,119万,世纪花城 全新装修三房 视野开阔 带8米长阳台 急售119万
恒大悦龙台,开发区紫荆路紫荆路,3室2厅2卫,130㎡,南北,高层(共31层),2021年建造,9693元/㎡,126万,亏本急售 恒大悦龙台新装修通透三房 视野开阔 随时看房
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,115㎡,南,高层(共33层),2020年建造,12087元/㎡,139万,招商雍景湾旁 江景四房 南北通透户型 不是顶楼  视野开阔
中梁蟠龙府,开发区金岭大道工业二路,4室2厅2卫,135㎡,南北,中层(共16层),2020年建造,9556元/㎡,129万,急售 蟠龙府 电梯洋房 两梯两户 全屋瓷砖上墙 东边套四房
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,110㎡,南北,中层(共32层),2020年建造,10455元/㎡,115万,实拍捡漏云星品质豪宅通透3房，万达商圈品质铭俯，采光视野超赞
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅1卫,89.34㎡,南,低层(共28层),2020年建造,10074元/㎡,90万,经开区网红小区精装三房，送家具家电，拎包入住
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,123㎡,南北,低层(共16层),2020年建造,11057元/㎡,136万,实拍急售品质云星全新豪装洋房，万达商圈毗邻公园铭俯采光视野好
黄金花园(西区),开发区金东路金东路7号,3室2厅2卫,120㎡,南北,高层(共7层),2006年建造,6659元/㎡,79.9万,首苻16万 买黄.金中小.学旁 毛坯通透三房 急售79.9万
金丰山庄1区,开发区金东路金东路,3室2厅1卫,100㎡,南北,中层(共7层),2008年建造,7500元/㎡,75万,距开发区万达500米 南北双阳台正规三房 好晒太阳
保利嘉福心语,开发区紫荆路纬一路156号,4室2厅2卫,143㎡,南北,高层(共26层),2020年建造,10140元/㎡,145万,全屋精装保养好带中央空调，业主换房新区，诚意出售，价格实在
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,130㎡,南,高层(共33层),2019年建造,11216元/㎡,145.8万,万达旁经开发区江景房全新精装四房南北通透大阳台采光好定制家俱
金丰山庄1区,开发区金东路金东路,4室2厅2卫,115㎡,南,低层(共7层),2007年建造,7653元/㎡,88万,经开发区精装四房南北通透带露台可种菜养花好停车万达商圈采光好
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,高层(共30层),2019年建造,9197元/㎡,103万,景观    业主大上海买豪宅  急售103万
嘉福尚江府,开发区东江源大道东江源大道,3室2厅2卫,122㎡,南,中层(共33层),2021年建造,14099元/㎡,172万,滨江F4 嘉福尚江府 江景3房 单价13000多中间楼层
恒大悦龙台,开发区紫荆路紫荆路,3室2厅2卫,129㎡,南,高层(共31层),2021年建造,9535元/㎡,123万,国企旁  恒科旁 恒大悦龙台精装三房，单价只需9000
铭欣华府,开发区东江源大道文峰北路,3室2厅1卫,76㎡,南北,低层(共11层),2013年建造,9316元/㎡,70.8万,70万买通透电梯三房，水韵嘉城，中民阳光城，美的君兰半岛旁
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,115㎡,南,低层(共19层),2018年建造,9548元/㎡,109.8万,真实在售万达广场金凤梅园旁 豪华装修全瓷砖上墙实木家具急售
嘉福尚江府,开发区东江源大道东江源大道,3室2厅2卫,123㎡,南,低层(共33层),2022年建造,15366元/㎡,189万,房东急售！嘉福高端小区园林环境！豪装3房两卫南北通透
恒大悦府,开发区紫荆路华昌路,4室2厅2卫,142㎡,南北,高层(共32层),2020年建造,9789元/㎡,139万,急售 公园旁 恒大悦府 通透四房   视野 东边套139万
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,114㎡,南,中层(共33层),2019年建造,10615元/㎡,121万,白菜价 金湾广场 114平正规4房 121万开发区中心段
保利嘉福心语,开发区紫荆路纬一路156号,4室2厅2卫,143㎡,南,中层(共30层),2020年建造,8672元/㎡,124万,捡漏啦！房东亏本急售，小区中心中间楼层，毛坯大四房可改五房
铭欣华府,开发区东江源大道文峰北路,3室2厅2卫,136㎡,南北,中层(共18层),2015年建造,9486元/㎡,129万,铭欣华府 有电梯 南北通透 配套齐全 购物方便 楼层好
天空之城,开发区东江源大道紫荆路,4室2厅2卫,133㎡,南,高层(共33层),2020年建造,9549元/㎡,127万,捡漏房源  通透大四房   楼层急售 127万
圣地亚哥,开发区金岭大道金岭西路75号,4室2厅2卫,136㎡,南北,高层(共33层),2016年建造,10662元/㎡,145万,南北通透江景四房 景观楼层非顶楼  房子保养的很好 中小薛近
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅2卫,118㎡,南,低层(共30层),2014年建造,10339元/㎡,122万,带大露台 嘉山与城 双卫格局 产权清晰 装修好 正南朝向
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,114㎡,南,低层(共18层),2020年建造,9474元/㎡,108万,水韵嘉城C区 预算9万 近万达广场 金凤梅园 拎包入住
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅2卫,120㎡,南,中层(共30层),2017年建造,7500元/㎡,90万,山与城，单价7600，好楼层 性价比高南北通透双阳台
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,130㎡,南,低层(共18层),2016年建造,10231元/㎡,133万,万达广场商圈 水韵嘉城C区 南北通透精装四房新装修只住了一年
蓝科天水二期,开发区开发区迎宾大道迎宾大道,3室2厅2卫,126.9㎡,南北,中层(共12层),2013年建造,7881元/㎡,100万,直降10万急售万达广场商圈 蓝科天水电梯精装大三房 五中旁
天空之城,开发区东江源大道紫荆路,3室2厅2卫,98㎡,南,高层(共33层),2021年建造,11919元/㎡,116.8万,实拍新出天骄旁 天空之城万科物业首期18万拎包入住教培0距离
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,117㎡,南,低层(共32层),2020年建造,10257元/㎡,120万,捡漏喽  通透大三房  业主外地置换 急售120万
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,115㎡,南,低层(共11层),2019年建造,9392元/㎡,108万,急售 万达广场旁 首苻8万买四房 全屋瓷砖上墙 带家具家电
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅2卫,138㎡,南,中层(共28层),2014年建造,7827元/㎡,108万,劲嘉山与城 4加1户型楼层好 70年产权电梯房 小区新 朝南
星泰名苑,开发区客家大道客家大道70号,3室2厅2卫,128㎡,南北,中层(共7层),2010年建造,8985元/㎡,115万,章江新区 星泰名苑 南北通透 精装修 128平 3室2厅
