小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
恒大帝景御景苑,章江新区登峰大道兴国路62号,3室2厅2卫,130㎡,南,中层(共26层),2019年建造,13539元/㎡,176万,新上房源！御景苑通透大三房，全新装修，视野非常开阔广告
银庭花园,章江新区章江南大道章江南大道20号,3室2厅2卫,130㎡,南北,高层(共7层),2007年建造,9154元/㎡,119万,新区 天虹九方商圈 精装大三房 好晒太阳 急售 急售
恒大翡翠华庭二期,章江新区新赣州大道沙洲坝路8号,3室2厅1卫,107㎡,南北,中层(共26层),2017年建造,13085元/㎡,140万,中央生态公园旁 恒大翡翠华庭二期 精装三房 仅140万
乾盛T1公馆,章江新区登峰大道登峰大道,4室2厅2卫,143㎡,南,低层(共6层),2017年建造,19231元/㎡,275万,275万，抢经开E地块通透四房，带院子及6米挑高地下室
保利联发康桥,章江新区新赣州大道兴国路,4室2厅2卫,141㎡,南,低层(共30层),2019年建造,15532元/㎡,219万,业主亏本卖 精装四房带家具 中高楼层 南北通透 拎包入住
华润幸福里二期,章江新区登峰大道琴江路5号,4室2厅2卫,140㎡,南北,高层(共33层),2017年建造,15429元/㎡,216万,万象城华润幸福里 全新精装修4房 采光充足 视野开阔
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,125㎡,南,中层(共32层),2016年建造,16400元/㎡,205万,捡漏 精装四房保养好 采光好 拎包入住 南北通透双阳台
城央一品,章江新区兴国路兴国路45号,5室2厅2卫,180㎡,南北,低层(共31层),2014年建造,14334元/㎡,258万,兴国路 近医院 配套齐全 出行方便 南北通透 满五
华润幸福里二期,章江新区登峰大道琴江路5号,4室2厅2卫,142㎡,南北,中层(共34层),2017年建造,17254元/㎡,245万,万象城 带车位豪装四房  边套通透户型 中央空调地暖
华润幸福里三期,章江新区登峰大道琴江路,4室2厅2卫,127㎡,南,高层(共42层),2019年建造,16378元/㎡,208万,笋盘！万象城幸福里精装四房拎包入住仅售208万
宝能世纪城(东区),章江新区红都大道赣江源大道11号,3室2厅2卫,117㎡,南,高层(共32层),2018年建造,17522元/㎡,205万,豪德文清 环球汇南北通透三房两厅豪华装修
荣轩大厦,章江新区五指峰路登峰大道,1室1厅1卫,45㎡,南,中层(共9层),2019年建造,10000元/㎡,45万,章江新区赞贤路赣三钟 70年产权 朝南户型 精装带家具家电
云星公园大观,章江新区章江路章江路18号,4室2厅2卫,176㎡,南,低层(共30层),2019年建造,19830元/㎡,349万,云星公园大观富 人区大四房带400平大露台. 仅售349万
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,135㎡,南,高层(共18层),2020年建造,16149元/㎡,218万,全线江景小区   豪装大3房 南北对流 中央空调7米大阳台
海亮天城,章江新区红都大道东江源大道66号,2室2厅1卫,85.58㎡,南,低层(共33层),2018年建造,12620元/㎡,108万,万象商圈 出行便利 周边配套设施齐全，房东诚意出售
中洋公园首府,章江新区兴国路绵江路20号,4室2厅2卫,136㎡,南,高层(共30层),2019年建造,13456元/㎡,183万,急售！全线中央湖景！南向复式大四房！低价！中海物业！值！值！
中航公元一期,章江新区登峰大道登峰大道36号,4室2厅2卫,186㎡,南,高层(共31层),2015年建造,17474元/㎡,325万,中航公元大平层豪华装修视野开阔无遮挡
宝能世纪城(东区),章江新区红都大道赣江源大道11号,4室2厅3卫,193㎡,南,中层(共32层),2016年建造,16529元/㎡,319万,业主诚意出售 通透大平层双阳台 可做五房 中高楼层视野开阔
嘉福未来城(章贡区),章江新区新赣州大道沙洲坝路6号,4室2厅2卫,143㎡,南北,低层(共32层),2019年建造,15315元/㎡,219万,赣州中学旁 两梯两户 带露台 精装修四房两厅两卫
星洲湾九境,"章江新区赞贤路九曲河路,近南康路",3室2厅2卫,129㎡,南,中层(共23层),2021年建造,14497元/㎡,187万,网红小区牡丹亭小 学旁星洲湾九境 全新精装三房两厅 187万
嘉福未来城(章贡区),章江新区新赣州大道沙洲坝路6号,4室2厅2卫,143㎡,南北,低层(共24层),2019年建造,15315元/㎡,219万,赣州中学旁 嘉福未来城  全新精装 品质四房
宝能太古城,章江新区梅关大道梅关大道38号,4室2厅3卫,183㎡,南,中层(共29层),2017年建造,19563元/㎡,358万,宝能太古城. 江景房  豪装 红木家具扔包入住. 售358万
嘉福尚江尊品二期,章江新区五指峰路梅关大道20号,3室2厅2卫,122㎡,东南,高层(共32层),2016年建造,17132元/㎡,209万,高端小区，江景房豪华装修！
美地亚天骏,章江新区新赣州大道三百山路16号,4室2厅2卫,135㎡,南北,高层(共30层),2017年建造,17038元/㎡,230万,万象城旁 美地亚天骏 精装四房 大卧室
恒大帝景御景苑,章江新区登峰大道兴国路62号,2室2厅1卫,80㎡,南,高层(共26层),2019年建造,13125元/㎡,105万,速来围观 可看湖 精装两房 视野开阔 地段好 出行方便
云星公园大观,章江新区章江路章江路18号,6室2厅4卫,272㎡,南北,高层(共39层),2019年建造,22280元/㎡,606万,新上房源！一线湖景 云星公园大观 豪宅天花板 大平层6房
中海天玺,章江新区兴国路兴国路,4室2厅3卫,168㎡,南,高层(共26层),2020年建造,19643元/㎡,330万,新出房源天玺168平大四房 不是22楼 八米大阳台 真实急售
中航公元二期,章江新区登峰大道登峰大道36号,3室2厅2卫,133㎡,南北,低层(共32层),2017年建造,15790元/㎡,210万,拎包入住，万象城旁，中航公元精装修3房，中间楼层看园
华润幸福里三期,章江新区登峰大道琴江路,3室2厅2卫,117㎡,南北,中层(共33层),2019年建造,14530元/㎡,170万,万象城精装修3房，中高层看园景，拎包即住，生态公园旁
华润幸福里一期,章江新区登峰大道琴江路,3室2厅2卫,124㎡,东南,中层(共32层),2017年建造,15162元/㎡,188万,笋盘降价20万  强力推荐 188万买南北通透精装三房
嘉福尚江尊品一期,章江新区梅关大道梅关大道18号,3室2厅1卫,89㎡,南北,低层(共28层),2016年建造,17753元/㎡,158万,江景三房嘉福尚江尊品，文清叶坪  ，满二年，价格可谈
中航云府(二期),章江新区赞贤路水南路3号,5室2厅2卫,117㎡,南,中层(共24层),2019年建造,16257元/㎡,190.2万,云府二期复式五房诚意出售随时可看房
中洋公园首府,章江新区兴国路绵江路20号,1室1厅1卫,45㎡,南,中层(共32层),2019年建造,14667元/㎡,66万,单身公寓天花板   格局好 有天燃气 带阳台  急售66万
星洲湾九境,"章江新区赞贤路九曲河路,近南康路",3室2厅2卫,127㎡,西,中层(共24层),2020年建造,14882元/㎡,189万,新上必看好房 牡丹亭   豪装大三房 中间楼层
世纪嘉园,章江新区梅关大道梅关大道,3室2厅1卫,99㎡,南北,低层(共32层),2019年建造,14344元/㎡,142万,赣州中学旁世纪嘉园 精装三房拎包入住 性价比  高看园林景观
美的君兰半岛,章江新区登峰大道东江源大道,3室2厅2卫,108㎡,南北,中层(共33层),2021年建造,11575元/㎡,125万,笋盘来袭，强力推荐，精装修三房，户型方正，看房方便，诚意出售
国锦锦程苑B区,章江新区红都大道廉江路,3室2厅1卫,105㎡,南北,高层(共6层),2020年建造,10953元/㎡,115万,新区 国锦锦程苑B区105平115万3室2厅1卫
宝能世纪城(东区),章江新区红都大道赣江源大道11号,4室2厅2卫,160㎡,南,低层(共33层),2016年建造,15938元/㎡,255万,宝能城 豪德   毛坯 大气五房 中间楼层 视野开阔 性价
中海派,章江新区赞贤路赞贤路,3室2厅1卫,87.48㎡,南,高层(共33层),2018年建造,14632元/㎡,128万,中海社区好房比看 得房率高性价比好 绿化好物业好
丽景江山,章江新区赞贤路赞贤路88号,3室2厅2卫,115㎡,南,低层(共33层),2016年建造,10435元/㎡,120万,开发区三区交汇毛坯大三房南北通透双阳台不临街安静小区物业好
中海凯旋门,章江新区兴国路五指峰路22号,3室2厅1卫,89.39㎡,南,高层(共34层),2019年建造,16222元/㎡,145万,房东调楼急售 精装修 南北通透 视野开阔 正规三房随时看房
雍晟状元府邸,章江新区红都大道红都大道16号,3室2厅1卫,105㎡,南,低层(共16层),2016年建造,14096元/㎡,148万,章江新区状元府 邸 电梯精装三房两厅 148万 满五
黄金时代(B区),章江新区兴国路赞贤路,3室2厅2卫,143.93㎡,南,高层(共7层),2012年建造,10061元/㎡,144.8万,市政府旁   洋房 大客厅大房间 南北双阳台 对流无遮挡速定
绿源春府,章江新区瑞金路会昌路10号,2室2厅1卫,72㎡,南,低层(共14层),2013年建造,11362元/㎡,81.8万,文清豪德章江新区精装电梯两房朝南有阳台好晒太阳采光好有地下室
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,132㎡,南北,高层(共18层),2020年建造,16516元/㎡,218万,雍容华府高端大气小区江边房源，全线江景房全新装修未入住三房
富升新城,章江新区瑞金路瑞金路19号,4室2厅2卫,143㎡,南北,高层(共13层),2013年建造,8742元/㎡,125万,章江新区 电梯装修4房 房东急售 生活方便  菜市场就对面
中海国际社区锦园,章江新区兴国路五指峰路19号,2室2厅1卫,89.34㎡,南,中层(共33层),2019年建造,14440元/㎡,129万,E地段 南北通透 正规两房 豪华精装 房东急售 有意者面谈
中海国际社区东郡B区,章江新区登峰大道信丰路,4室2厅2卫,143㎡,南,低层(共33层),2019年建造,13147元/㎡,188万,章江新区 万象城附近 精装四房 南北通透 拎包入住
世纪嘉园,章江新区梅关大道梅关大道,3室2厅2卫,143㎡,南北,低层(共27层),2015年建造,13427元/㎡,192万,新区抄底价 南北通透大三房 业主诚售 还价就卖
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,143.6㎡,南,低层(共10层),2014年建造,11491元/㎡,165万,捡漏！章江新区市政府对面江南明珠 全新精装四房两厅 165万
美的君兰半岛,章江新区登峰大道东江源大道,3室2厅2卫,108㎡,南,高层(共32层),2021年建造,11575元/㎡,125万,实拍新房美的君兰半岛高层南向长阳台全天日照首期22万随时看房
中航云府(一期),章江新区赞贤路水南路1号,4室2厅2卫,159㎡,南北,中层(共8层),2017年建造,16101元/㎡,256万,中航云府洋房，中间楼层，南北通透得房率高，可做45房
中航云府(一期),章江新区赞贤路水南路1号,4室2厅2卫,128㎡,南,低层(共29层),2019年建造,14688元/㎡,188万,牡丹亭旁 中航云府 大四房两厅两卫  房东急售
中环中央城(A区),章江新区章江路章江路,3室2厅1卫,81.8㎡,南北,中层(共20层),2000年建造,12592元/㎡,103万,章江新区生态公园旁！万象城商圈！正规精装三房仅售103万！！
华城名苑南区,章江新区登峰大道五指峰路,4室2厅2卫,138㎡,南,高层(共30层),2015年建造,12682元/㎡,175万,章江新区 华润幸福里旁 华城名苑 精装四房 中高楼层视野开阔
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,144㎡,南,高层(共11层),2015年建造,11112元/㎡,160万,江南明珠市政府对面中心位置
云星公园大观,章江新区章江路章江路18号,5室3厅4卫,272㎡,南,低层(共39层),2018年建造,19486元/㎡,530万,全景VR看房 云星公园大观272平米大平层视野开阔湖景房
雍晟状元府邸,章江新区红都大道红都大道16号,4室2厅2卫,138㎡,南,高层(共13层),2015年建造,15943元/㎡,220万,文清叶坪旁 精装四房二卫 中楼层 南北通透
天际华庭,章江新区长征大道长征大道2号,4室2厅2卫,148㎡,南,中层(共11层),2012年建造,10325元/㎡,152.8万,新区长征广场旁天际华庭洋房豪装四房二卫电梯中层
恒大翡翠华庭,章江新区新赣州大道文武坝路36号,3室2厅1卫,106㎡,南北,低层(共26层),2018年建造,13774元/㎡,146万,万象城旁，恒大翡翠通透3房，  方便，配套成熟住家方便
中环中央城B区,章江新区登峰大道绵江路21号,4室2厅2卫,125㎡,南,低层(共20层),2018年建造,12480元/㎡,156万,捡漏！单价一万二千多买章江新区  中央公园旁 精装四房两厅
中海国际社区锦园,章江新区兴国路五指峰路19号,2室2厅1卫,89.34㎡,南,中层(共33层),2019年建造,14440元/㎡,129万,E地段 南北通透 正规两房 豪华精装 房东急售 有意者面谈
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,143.6㎡,南,低层(共10层),2014年建造,11491元/㎡,165万,捡漏！章江新区市政府对面江南明珠 全新精装四房两厅 165万
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,132㎡,南北,高层(共18层),2020年建造,16516元/㎡,218万,雍容华府高端大气小区江边房源，全线江景房全新装修未入住三房
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,132㎡,南北,低层(共18层),2016年建造,14394元/㎡,190万,真实好房 业主降价 小高层 品质小区雍容华府
铂金时代,章江新区长征大道长征大道16号,3室2厅1卫,88㎡,南,高层(共22层),2010年建造,10228元/㎡,90万,章江新区小三房低价急售，  旁，篮球场医院菜市场生活非常方便
华润幸福里一期,章江新区登峰大道琴江路,3室2厅2卫,113.87㎡,东南,高层(共33层),2015年建造,16511元/㎡,188万,万象城 华润幸福里 精装三房两厅两卫 房东急售 去外地发展
起点壹中心,章江新区章江路登峰大道19号,3室2厅2卫,130㎡,南北,低层(共25层),2018年建造,13847元/㎡,180万,章江新区 万象城 中央公园 章江路   毛坯大3房
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,144㎡,南,高层(共11层),2015年建造,11112元/㎡,160万,江南明珠市政府对面中心位置
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,96㎡,南北,低层(共23层),2016年建造,14584元/㎡,140万,大型居住社区，配套齐全，  在门口，96平三房，低价抛售
联发雍榕华府,章江新区梅关大道梅关大道29号,4室2厅2卫,142㎡,南,低层(共30层),2020年建造,15000元/㎡,213万,捡漏！同户型   的一套！142平4房 南北通透视野好
嘉福尚江尊品一期,章江新区梅关大道梅关大道18号,3室2厅1卫,89㎡,南北,低层(共28层),2016年建造,17753元/㎡,158万,江景三房嘉福尚江尊品，文清叶坪  ，满二年，价格可谈
华城名苑南区,章江新区登峰大道五指峰路,4室2厅2卫,138㎡,南,高层(共30层),2015年建造,12682元/㎡,175万,章江新区 华润幸福里旁 华城名苑 精装四房 中高楼层视野开阔
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,125㎡,南北,高层(共32层),2016年建造,14000元/㎡,175万,超大阳台 大赠送 新区江景房 南北通透性价比高 视野开阔
中航云府(二期),章江新区赞贤路水南路3号,5室2厅2卫,117㎡,南,中层(共24层),2019年建造,16257元/㎡,190.2万,云府二期复式五房诚意出售随时可看房
华润幸福里三期,章江新区登峰大道琴江路,4室2厅2卫,128㎡,南,高层(共42层),2020年建造,16094元/㎡,206万,万象城三期幸福里精装大四房拎包入住价
中海凯旋门,章江新区兴国路五指峰路22号,3室2厅2卫,109㎡,南,高层(共33层),2017年建造,15322元/㎡,167万,捡漏！央企品牌标杆小区高端物业中海凯旋门三房超底价仅167万
云星公园大观,章江新区章江路章江路18号,4室2厅2卫,176㎡,南,低层(共30层),2019年建造,19830元/㎡,349万,万象城旁 赣州豪宅天花板 云星公园大观 视野开阔
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,104㎡,南,低层(共33层),2018年建造,14039元/㎡,146万,江边品质小区，单价14000元，小区园林佳，性价比超高，
中航城,章江新区翠微路翠微路1号,4室2厅2卫,133㎡,南北,低层(共32层),2015年建造,14136元/㎡,188万,章江新区 九方旁 精装实用四房 品质物业 拎包入住
温馨家园(赞贤路),章江新区赞贤路赞贤路,2室1厅1卫,51㎡,南,中层(共6层),2010年建造,9412元/㎡,48万,温馨家园两房安家赣州，生活便利，总价低单价低用租房的钱买房
世纪嘉园,章江新区梅关大道梅关大道,3室2厅2卫,119.38㎡,南,高层(共32层),2019年建造,12565元/㎡,150万,江景房 可看江 视野开阔 环境优美 正规三房 房东急售
乾盛T1公馆,章江新区登峰大道登峰大道,5室2厅2卫,142㎡,南北,高层(共27层),2018年建造,13592元/㎡,193万,万象城旁 高赠送零公摊 高楼层 可看湖景 5房
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,127.33㎡,南,中层(共18层),2021年建造,18771元/㎡,239万,江景房 江山里旁边联发雍榕华府 豪华装修  楼层
天际华庭,章江新区长征大道长征大道2号,3室2厅2卫,148㎡,南北,低层(共11层),2008年建造,8514元/㎡,126万,章江新区 市政府商圈 单价8500元   148平米
华源丽景,章江新区章江南大道兴国路2号,4室2厅2卫,199㎡,南,低层(共28层),2010年建造,8041元/㎡,160万,章江新区核心地段，江景大四房，带小露台，电梯房单价7500元
天际华庭,章江新区长征大道长征大道2号,3室2厅2卫,130㎡,南北,高层(共12层),2008年建造,9924元/㎡,129万,九方天虹黄J广场旁，精装电梯大3房，成熟地段，商圈繁华
盛世江南,章江新区兴国路兴国路13号,5室2厅2卫,150㎡,南,低层(共11层),2016年建造,16867元/㎡,253万,盛世江南洋房小高层 精装5房 带  大露台300平
起点壹中心,章江新区章江路登峰大道19号,3室2厅2卫,123㎡,西南,低层(共25层),2016年建造,14635元/㎡,180万,万象城旁，闲暇时间公园散步，中心地段三房，业主诚意出售
宝能世纪城(西区),章江新区瑞金路安远路8号,3室2厅1卫,90㎡,南北,低层(共32层),2016年建造,15334元/㎡,138万,宝能城精装三房  章江新区    的文清豪德
中环中央城(A区),章江新区章江路章江路,3室2厅1卫,81㎡,南北,中层(共20层),2015年建造,13210元/㎡,107万,房东急售！章江新区核心地段 中央城 万象城商圈中央生态公园旁
恒大帝景御景苑,章江新区登峰大道兴国路62号,4室2厅2卫,143㎡,东南,高层(共26层),2017年建造,14686元/㎡,210万,兴国路恒大帝景四房未住 高楼层 视野好 免费接送看房
中海国际社区华府,章江新区赞贤路五指峰路21号,3室2厅2卫,131㎡,南北,高层(共33层),2017年建造,12978元/㎡,170万,业主急卖 中海国际 大三房两卫 单价较便宜 看房方便
融耀江滨御景,章江新区五指峰路五指峰路,3室2厅2卫,122㎡,南北,低层(共31层),2016年建造,14755元/㎡,180万,章江新区毛坯南北通透三房，梅江，性价比高，采光好看小区园林
中海国际社区华府,章江新区赞贤路五指峰路21号,3室2厅2卫,130㎡,南,低层(共33层),2017年建造,13000元/㎡,169万,捡漏！新区赣三中旁中海华府 南北通透三房两厅两卫 169万
乾盛T1公馆,章江新区登峰大道登峰大道,5室2厅2卫,136㎡,南,低层(共32层),2020年建造,14118元/㎡,192万,急售 章江新区经开区 乾盛T1公馆 136平5房 联系看房
华润幸福里一期,章江新区登峰大道琴江路,3室2厅1卫,86㎡,西南,低层(共33层),2014年建造,14407元/㎡,123.9万,房东亏本急售！华润幸福里 精装小三房 家具家电齐全 性价比高
第五大道铂峯,章江新区登峰大道琴江路6号,5室2厅2卫,180㎡,南北,高层(共30层),2020年建造,13445元/㎡,242万,大平层万象城 使用面积大 阳光明媚 双主卧设计 户型
联发雍榕华府,章江新区梅关大道梅关大道29号,4室2厅2卫,143㎡,南,低层(共18层),2020年建造,18812元/㎡,269万,新区江边小区联发雍榕华府 豪宅四房两厅全屋中央空调 269万
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,127㎡,南,高层(共32层),2020年建造,14961元/㎡,190万,赣州中學旁 联发雍榕华府 南北通透双阳台3房 高层好看江
铂园,章江新区兴国路兴国路58号,3室2厅2卫,116㎡,南,高层(共28层),2021年建造,13449元/㎡,156万,捡漏！单价13000多买市保 章江路小學旁 大三房 中间楼层
金域蓝湾(A区),章江新区章江南大道章江南大道,3室2厅2卫,152㎡,南,中层(共18层),2009年建造,8685元/㎡,132万,全线江景 单价8000多买章江路小學电梯中层大三房 满五
水韵春天,章江新区新赣州大道赣江源大道,4室2厅2卫,98㎡,南北,低层(共31层),2018年建造,16837元/㎡,165万,水韵春天，文清路梅江路  毛坯四房两厅两卫南北通透
路福江韵华府,章江新区梅关大道梅关大道2号,4室2厅2卫,100㎡,南,高层(共21层),2015年建造,12800元/㎡,128万,新区江景复式，送车位，文清路  叶坪  和赣三中
金源瑞都,章江新区章江南大道章江南大道10号,3室2厅2卫,134㎡,南,低层(共12层),2012年建造,11642元/㎡,156万,江边金源瑞都 精装修大三房 舒适宽敞南北通透
华润幸福里三期,章江新区登峰大道琴江路,4室2厅1卫,100㎡,南,高层(共42层),2019年建造,14100元/㎡,141万,捡漏！新区万象城旁华润幸福里 毛坯四房两厅 141万急售
中洋公园首府,章江新区兴国路绵江路20号,3室2厅1卫,79㎡,南北,高层(共32层),2018年建造,14684元/㎡,116万,业主新装修未入住，景观楼层，中央公园在家门口，万象城
万盛商业街,章江新区兴国路兴国路9号,2室2厅1卫,100㎡,南北,中层(共7层),2009年建造,9800元/㎡,98万,捡漏 文清豪德 南北通透双阳台精装大2房 性价比高 急售
金鹏雅典园,章江新区长征大道长征大道6号,4室2厅2卫,148㎡,南,高层(共16层),2013年建造,10000元/㎡,148万,章江新区电梯精装四房，大阳台视野开阔，小区好停车，文清路
国锦锦程苑B区,章江新区红都大道廉江路,3室2厅1卫,89.9㎡,南北,高层(共6层),2020年建造,12792元/㎡,115万,上文清路叶坪，锦城苑次新房，南北通透小三房
中海国际社区东郡B区,章江新区登峰大道信丰路,4室2厅2卫,143㎡,南,低层(共26层),2016年建造,13287元/㎡,190万,赶紧来捡漏啦！单价13000多买中海毛坯大四房 南北通透户型
乾盛T1公馆,章江新区登峰大道登峰大道,4室2厅2卫,107㎡,南,中层(共32层),2015年建造,16169元/㎡,173万,万象城商圈全新精装四房电梯复试视野无遮挡
联发雍榕华府,章江新区梅关大道梅关大道29号,4室2厅2卫,143㎡,南北,高层(共31层),2020年建造,14896元/㎡,213万,全线江景无遮挡视野 联发雍榕华府 南北通透一梯一户纯板楼捡漏
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,89㎡,南北,低层(共32层),2016年建造,14383元/㎡,128万,捡漏了 海亮天城 南北通透户型 精装三房 毛坯价出售
江山里澜湾,章江新区梅关大道梅关大道30号,4室2厅2卫,178㎡,南,高层(共31层),2016年建造,16742元/㎡,298万,新区全线江景大平层江山里大四房诚意出售
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,104㎡,南北,高层(共33层),2019年建造,15385元/㎡,160万,联发雍榕华府104平性价比好房出售中间楼层 一线看江不靠桥
华润幸福里一期,章江新区登峰大道琴江路,3室2厅1卫,86㎡,西南,低层(共32层),2016年建造,18024元/㎡,155万,华润万象精装21房带露台
丽景江山,章江新区赞贤路赞贤路88号,3室2厅2卫,120㎡,南,高层(共16层),2018年建造,12500元/㎡,150万,近万达，直达万象城  小高层东边套送入户！带中央空调
江山里澜湾,章江新区梅关大道梅关大道30号,4室2厅2卫,178㎡,南,高层(共28层),2019年建造,16574元/㎡,295万,全景VR好房 江山里一期178平米大平层2栋头排江景
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,124.25㎡,南,中层(共32层),2015年建造,16821元/㎡,209万,章江新区 世纪嘉园4房 豪华装修 采光好
华润幸福里三期,章江新区登峰大道琴江路,4室2厅1卫,100㎡,南,高层(共42层),2019年建造,14100元/㎡,141万,捡漏！新区万象城旁华润幸福里 毛坯四房两厅 141万急售
联发雍榕华府,章江新区梅关大道梅关大道29号,4室2厅2卫,143㎡,南,低层(共18层),2020年建造,18812元/㎡,269万,新区江边小区联发雍榕华府 豪宅四房两厅全屋中央空调 269万
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,104㎡,南北,高层(共33层),2019年建造,15385元/㎡,160万,联发雍榕华府104平性价比好房出售中间楼层 一线看江不靠桥
华润幸福里一期,章江新区登峰大道琴江路,3室2厅1卫,86㎡,西南,低层(共32层),2016年建造,18024元/㎡,155万,华润万象精装21房带露台
中航公元一期,章江新区登峰大道登峰大道36号,4室2厅2卫,119㎡,南北,低层(共32层),2014年建造,15295元/㎡,182万,万象城 中航公元 精装四房两卫 无遮挡采光好 南北通透
恒大翡翠华庭二期,章江新区新赣州大道沙洲坝路8号,3室2厅2卫,128㎡,南,中层(共26层),2020年建造,13985元/㎡,179万,捡漏！赣州中学对面恒大翡翠华庭 精装通透三房两厅 179万
丽景江山,章江新区赞贤路赞贤路88号,3室2厅2卫,120㎡,南,高层(共16层),2018年建造,12500元/㎡,150万,近万达，直达万象城  小高层东边套送入户！带中央空调
中洋公园首府,章江新区兴国路绵江路20号,3室2厅1卫,89㎡,南,低层(共32层),2016年建造,17753元/㎡,158万,坐拥万象城中央生态公园，精装露台三房，可直接拎包入住，满五年
江山里澜湾,章江新区梅关大道梅关大道30号,4室2厅2卫,178㎡,南,高层(共28层),2019年建造,16574元/㎡,295万,全景VR好房 江山里一期178平米大平层2栋头排江景
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,124.25㎡,南,中层(共32层),2015年建造,16821元/㎡,209万,章江新区 世纪嘉园4房 豪华装修 采光好
联发雍榕华府,章江新区梅关大道梅关大道29号,4室2厅2卫,142㎡,南北,低层(共33层),2019年建造,15141元/㎡,215万,联发雍榕华府142平性价比好房出售  中间楼层业主诚心出售
海亮天城,章江新区红都大道东江源大道66号,3室2厅2卫,112㎡,南北,高层(共24层),2019年建造,13929元/㎡,156万,高楼层看江景视野好，海亮天城毛坯3房，住家安静舒适
中海国际社区锦园,章江新区兴国路五指峰路19号,3室2厅2卫,132㎡,南,中层(共27层),2017年建造,13107元/㎡,173万,小彭推荐！中海国际社区锦园132平173万大三房
中海派,章江新区赞贤路赞贤路,3室2厅1卫,89㎡,南北,高层(共33层),2017年建造,13596元/㎡,121万,全新装修 中海品质物业 温馨三房 采光   视野开阔
水韵春天,章江新区新赣州大道赣江源大道,3室2厅1卫,90㎡,南,高层(共31层),2017年建造,14667元/㎡,132万,赣州三条龙旁，文清路梅江  小三房，视野好，总价低
中航公元一期,章江新区登峰大道登峰大道36号,3室2厅1卫,110㎡,南北,中层(共32层),2013年建造,16273元/㎡,179万,简欧风格三房 万象城 采光超好 价格好谈 看房随时
宝能太古城,章江新区梅关大道梅关大道38号,4室2厅2卫,139.52㎡,南,低层(共33层),2019年建造,16844元/㎡,235万,南北通透户型 正规大四房 房东急售 随时看房
章江南苑,章江新区五指峰路红都大道,2室2厅1卫,65㎡,南,中层(共6层),2012年建造,10308元/㎡,67万,章江南苑 南北通透户型 中间楼层 文清路   急售 性价比高
宝能世纪城(东区),章江新区红都大道赣江源大道11号,3室2厅2卫,119㎡,南北,高层(共33层),2016年建造,15547元/㎡,185万,豪德  房出售  宝能城东区120平中高层 房东诚意出售
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,96㎡,南北,低层(共23层),2016年建造,14584元/㎡,140万,捡漏 配套   的小区1公里内生活圈便捷  近在咫尺
星洲湾九境,"章江新区赞贤路九曲河路,近南康路",3室2厅2卫,127㎡,南,中层(共22层),2022年建造,14953元/㎡,189.9万,新上好房 星洲湾九境 豪装大三房二卫 中楼层
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,125㎡,南北,高层(共32层),2016年建造,14000元/㎡,175万,南北通透双阳台，毛坯四房，得房率高，出行便利，景观视野
恒大翡翠华庭,章江新区新赣州大道文武坝路36号,3室2厅1卫,108㎡,南北,中层(共26层),2018年建造,13797元/㎡,149万,必看好房  章江新区  万象城旁  中间楼层  视野开阔
中海派,章江新区赞贤路赞贤路,3室2厅1卫,88㎡,南北,低层(共30层),2017年建造,15000元/㎡,132万,新上中海派精装修3房，拎包入住，户型方正实用
中海国际社区东郡A区,章江新区五指峰路五指峰路20号,3室2厅2卫,128㎡,南北,高层(共26层),2015年建造,12891元/㎡,165万,章江新区 品质小区中海国际社区 采光佳好晒太阳 凤凰层
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,99㎡,南北,中层(共33层),2018年建造,14142元/㎡,140万,全景VR看房，海亮天城装修3房，江山里旁，中间楼层
乾盛T1公馆,章江新区登峰大道登峰大道,5室2厅2卫,136.66㎡,南,低层(共27层),2018年建造,15221元/㎡,208万,赠送40平 万象城旁八米大阳台豪华精装大五房 拎包入住
乾盛T1公馆,章江新区登峰大道登峰大道,4室2厅2卫,107㎡,南,中层(共30层),2020年建造,16729元/㎡,179万,T1公馆复式精装四房全新拎包入住绿化好物业好性价比高
