小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,115㎡,南北,中层(共32层),2016年建造,9548元/㎡,109.8万,四小对面宝辉幸福城电梯房4房2厅2卫南北通透
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,110㎡,南北,高层(共22层),2020年建造,8528元/㎡,93.8万,宝辉酒店旁边翡翠公馆精装修3房2厅2卫
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,138㎡,西南,高层(共11层),2016年建造,9624元/㎡,132.8万,五星公馆精装修电梯房4房2厅2卫出售
城发东山之冠,南康迎宾中大道滨江大道,4室2厅2卫,130㎡,东,低层(共33层),2022年建造,7062元/㎡,91.8万,东山之冠毛坯四房 业主急售 四房两厅两卫双阳台
红星中央广场,南康广场天街赣南大道,3室2厅2卫,105㎡,南,中层(共33层),2022年建造,7429元/㎡,78万,东山高品质花园小区！房东诚意出售 户型方正 价格实惠
日豪花园,南康天马山大道马山大道13号,3室2厅2卫,128㎡,南北,中层(共7层),2010年建造,6172元/㎡,79万,南水中心 日豪花园 大三房两厅 南北通透双阳台 采光通风好
文峰馨城,南康文峰大道文峰大道,3室2厅2卫,112.03㎡,南北,高层(共17层),2015年建造,7124元/㎡,79.8万,全屋豪华装修！房东诚意出售 ！大阳台好楼层！另有车位出售！
红星中央广场,南康广场天街赣南大道,3室2厅2卫,114.74㎡,南北,高层(共33层),2021年建造,7391元/㎡,84.8万,南康红盘 红星三房大阳台！ 户型好！采光好！视野好！配套好！
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,102.42㎡,南,低层(共32层),2022年建造,7997元/㎡,81.9万,高品质小区美的三房！户型方正 采光好 价格好 配套好
锦绣城,南康蓝田大道学府路,4室2厅2卫,140㎡,南北,中层(共7层),2013年建造,6543元/㎡,91.6万,锦绣城140平98万4室2厅2卫
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,115㎡,南北,高层(共32层),2017年建造,10400元/㎡,119.6万,书香华庭电梯房南北通透4房2厅2卫
蓝田花园,南康蓝田大道芙蓉大道52-30号,4室2厅2卫,138㎡,南北,中层(共7层),2008年建造,6290元/㎡,86.8万,装修好 商品住宅 医疗配套成熟 中间好楼层 双卫 居住密度低
佳龙太古城,南康和谐大道南山大道,3室2厅1卫,89㎡,南北,高层(共33层),2017年建造,6967元/㎡,62万,佳龙太古城三房户型方正 视野开阔 采光好 好晒太阳 价格实惠
城发东山之冠,南康迎宾中大道滨江大道,5室2厅4卫,199.44㎡,南北,高层(共16层),2022年建造,8474元/㎡,169万,城发东山之冠5室2厅4卫169万199.44平方米
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南北,低层(共33层),2020年建造,8377元/㎡,98万,碧桂园3室2厅2卫精装修带家电家家具门口就是七小九中超市广场
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,102.42㎡,南北,低层(共33层),2022年建造,7909元/㎡,81万,美的爱康公园天下3室2厅2卫83万102平方米
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南,低层(共32层),2018年建造,6810元/㎡,86万,四小八中 南山脚下 森林氧吧 精装南北通透四房
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,122㎡,南北,中层(共7层),2016年建造,7369元/㎡,89.9万,城市住宅广场安家頣园生活从此开始
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南北,高层(共18层),2019年建造,7546元/㎡,83万,七小 九中 佳兴公园毛坯 南北通透 大3房2厅急售
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,106㎡,南北,低层(共31层),2018年建造,6510元/㎡,69万,六小旁 佳兴文峰花园  四房两厅 大阳台  采光好人车分流
佳兴文峰花园,南康迎宾中大道文峰路,3室2厅2卫,106㎡,南,低层(共33层),2017年建造,6510元/㎡,69万,六小旁佳兴文峰花园毛坯三房可改四房，户型方正小区中间
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南北,低层(共33层),2019年建造,7667元/㎡,69万,质鉴匠心透明建造凯旋之城  生活从此启航
宏景苑,南康蓝田大道南水大道,4室2厅2卫,120㎡,南北,低层(共16层),2015年建造,6659元/㎡,79.9万,康中旁 新装修电梯四房 户型方正采光好 拎包入住
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,130㎡,南北,高层(共33层),2018年建造,7154元/㎡,93万,房东急售！佳兴文峰花园  豪华大四房  南北通透双阳台视野好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273.8㎡,南,中层(共31层),2018年建造,8693元/㎡,238万,重新装修 七小九中 碧桂园大平层6房 打好衣柜鞋柜 7台空调
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共31层),2020年建造,8389元/㎡,229万,七小九中 碧桂园南北通透大六房 带超大阳台   楼层
鑫安佳苑,南康广场天街泰康东大道53号,4室2厅2卫,142㎡,南北,低层(共12层),2012年建造,5627元/㎡,79.9万,东山公园旁 鑫安佳苑 精装4房2厅 赠5平柴间
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,128㎡,南,低层(共32层),2020年建造,6719元/㎡,86万,文化新城四小八中佳龙太古城精装修四房装修新入住少
宏景苑,南康蓝田大道南水大道,4室2厅2卫,120㎡,南北,中层(共14层),2016年建造,6650元/㎡,79.8万,广场旁康中对面 宏景苑精装4房2厅 诚意出售
中梁南安府,南康南山大道940乡道,3室2厅2卫,112.09㎡,南,高层(共34层),2020年建造,9805元/㎡,109.9万,四小十一中 全屋定制豪华装修   就在楼下
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,142㎡,南,低层(共33层),2020年建造,8937元/㎡,126.9万,业主新装修瓷砖上墙 碧桂园精装四房 中层 南北通透双阳台
翡翠公馆,南康迎宾中大道工业一路,3室2厅1卫,104.91㎡,南北,高层(共32层),2017年建造,6082元/㎡,63.8万,六小六中 电梯三房 户型方正采光好   即装修
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,105㎡,南,高层(共32层),2018年建造,7610元/㎡,79.9万,四小十一中 紫云台电梯三房 佳兴品质户型方正 采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南,低层(共33层),2020年建造,8812元/㎡,126万,体育公园七小九中旁碧桂园精装修四房南北通透双阳台。
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南北,高层(共17层),2020年建造,7600元/㎡,83.6万,体育广场 七小九中 佳兴公园 南北通透 大三房    的楼层
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南,中层(共33层),2019年建造,8389元/㎡,229万,碧桂园 273平6房 双主卧 中西式双厨 岩板上墙 税满二
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,138㎡,东,低层(共33层),2021年建造,8624元/㎡,119万,龙湖紫紫云台4房2厅2卫精装修未入住
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,140㎡,南北,中层(共18层),2020年建造,8286元/㎡,116万,龙湖紫云台 南水非常认可物业 改善居住环境非常认可
中梁南安府,南康南山大道940乡道,3室2厅2卫,115㎡,南北,高层(共34层),2018年建造,9557元/㎡,109.9万,四小十一中旁 中梁南安府精装3房2厅 边套 随时看房 满二
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,106㎡,南,高层(共32层),2019年建造,5944元/㎡,63万,宝辉洒店旁六中 翡翠公馆毛坯3房2厅急售
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,105㎡,南,高层(共33层),2021年建造,7600元/㎡,79.8万,龙湖物业  紫云台毛坯三房 视野开阔 釆光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共32层),2020年建造,8389元/㎡,229万,正荣之家碧桂住宅园你幸福之梦
亚琦城市壹号,南康工业大道工业大道162号,3室2厅1卫,78㎡,南,中层(共33层),2010年建造,4334元/㎡,33.8万,八小六中 家具城精装修未入住电梯房仅售三十多万
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,136㎡,南北,低层(共32层),2018年建造,6383元/㎡,86.8万,房东急售！佳兴文峰花园小区环境好  南北通透双阳台 视野开阔
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,149㎡,南北,低层(共7层),2014年建造,6645元/㎡,99万,一小 五中 城市广场精装4房2厅急售 随时看房
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,中层(共25层),2019年建造,8812元/㎡,126万,碧桂园 精装4房2厅2卫 南北通透 一梯一户
城市家园小区(南康),南康天马山大道文化路45号,3室1厅1卫,100.93㎡,南,低层(共6层),2011年建造,4935元/㎡,49.8万,文化艺术中心旁 城市家园精装三房 中间楼层 配套成熟
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,低层(共32层),2020年建造,8042元/㎡,115万,捡漏 七小九中  全屋定制品牌家居 好楼层 视野开阔
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南,低层(共32层),2022年建造,6667元/㎡,60万,家具城旁凯旋城精装修三房朝南家具家电齐全拎包入住
社保局家属房,南康广场天街宝林路,3室2厅2卫,116㎡,南北,高层(共7层),2017年建造,3707元/㎡,43万,城中芯 实验小旁 接官亭 全现房 电梯 有证
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126㎡,南北,低层(共32层),2016年建造,6985元/㎡,88万,南水 佳龙太古城四房两厅两卫精装修急急出售
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,146㎡,南,高层(共33层),2020年建造,8151元/㎡,119万,南康中学旁 书香华庭 商业配套齐全 电梯房边套  次新小区
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,105㎡,南,高层(共34层),2020年建造,9505元/㎡,99.8万,四小十一中龙湖紫云台 新装4房2厅2卫 高档小区环境好
中梁南安府,南康南山大道940乡道,3室2厅2卫,115㎡,南,高层(共34层),2019年建造,9392元/㎡,108万,十一中 四小旁中梁南安府精装3房2厅急售 随时看房
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,105㎡,南北,高层(共34层),2018年建造,9505元/㎡,99.8万,小康生活从此开始佳兴住宅云台安家
红星中央广场,南康广场天街赣南大道,4室2厅2卫,140㎡,南北,低层(共33层),2021年建造,7572元/㎡,106万,房东诚意出售！家具小镇旁大四房 大阳台 单价七千多
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143.6㎡,南,中层(共26层),2018年建造,8831元/㎡,126.8万,七小 九中 碧桂园精装修 一梯一户 重装修 打好所有柜子
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共32层),2018年建造,8389元/㎡,229万,捡漏 七小九中 瓷砖上墙大平层 拎包入住 南北通透双阳台
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,136㎡,南,低层(共31层),2017年建造,6471元/㎡,88万,六小旁佳兴文峰花园毛坯正四房，户型方正，契税满二
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,89㎡,南,低层(共32层),2019年建造,6742元/㎡,60万,家具城八小旁 凯旋城精装3房2厅急售随时看房
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南,高层(共17层),2021年建造,7600元/㎡,83.6万,七小九中旁佳兴公园毛坯正三房，人车分流，佳兴品质  即装修
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,100㎡,南北,高层(共32层),2018年建造,7990元/㎡,79.9万,捡漏 四小十一中 南水高端品质小区   楼层 视野开阔
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南,低层(共30层),2015年建造,6969元/㎡,88万,佳龙太古城精装套房，正四房两厅  南北通透，四小八中附近
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,100㎡,南北,高层(共32层),2018年建造,7990元/㎡,79.9万,佳兴住宅紫云安家轻奢生活从此启航
五星公馆,南康天马山大道天马山大道9号,3室2厅2卫,113㎡,南北,中层(共31层),2012年建造,8408元/㎡,95万,五星公馆 电梯房 南北通透 产权清晰 双卫格局 交通便捷
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,148.77㎡,南北,低层(共7层),2013年建造,6709元/㎡,99.8万,一小五中 城市广场精装修正4房2厅2卫 9成新 边套 房急售
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南北,低层(共33层),2016年建造,6924元/㎡,63万,八小六中 爱琴海     高架路通赣州
中梁南安府,南康南山大道940乡道,3室2厅2卫,112.09㎡,南,高层(共34层),2019年建造,9992元/㎡,112万,四小十一中 中梁南安府 豪装大3房2厅 全屋品牌装修 诚意售
迎宾苑,南康广场天街迎宾南大道,4室2厅1卫,104㎡,南,高层(共34层),2021年建造,3847元/㎡,40万,七小九中 电梯边套精致四房 户型方正采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南北,高层(共33层),2020年建造,8718元/㎡,102万,七小九中 碧桂园精装大三房 家具家电车位打包
红星中央广场,南康广场天街赣南大道,4室2厅2卫,115㎡,南,高层(共33层),2018年建造,8679元/㎡,99.8万,十二小十二中 红星 精装大四房 全新装修未入住
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,115.47㎡,南北,高层(共33层),2022年建造,7258元/㎡,83.8万,十二小十二中 美的公园 南北通透双阳台户型方正
佳兴锦园,南康蓝田大道天马山大道,4室2厅2卫,129.31㎡,南北,中层(共32层),2019年建造,9018元/㎡,116.6万,四小十一中 佳兴品质 边套四房  楼层   即装修
龙祥城南花园,南康天马山大道天马山大道,4室2厅3卫,160㎡,南北,中层(共33层),2015年建造,7300元/㎡,116.8万,七小九中 全新装修复式楼四房 拎包入住
龙祥城南花园,南康天马山大道天马山大道,3室2厅2卫,115㎡,南,高层(共34层),2014年建造,7740元/㎡,89万,七小九中 城南花园精装复式楼 豪华装修 家具家电齐全
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,90㎡,南北,高层(共33层),2022年建造,7645元/㎡,68.8万,十二小十二中 美的公园三房 户型方正采光好 楼下就是
红星中央广场,南康广场天街赣南大道,3室2厅1卫,96.29㎡,南,低层(共42层),2022年建造,6855元/㎡,66万,十二小十二中 红星三房 直接过户 急卖急装修
花香美林郡,南康广场天街市场东路,4室2厅2卫,134.88㎡,南北,中层(共34层),2019年建造,6955元/㎡,93.8万,八小旁 南北通透双阳台边套四房 全新装修 拎包入住
佳兴花园城,南康天马山大道南水大道1号,3室2厅1卫,80㎡,南,高层(共33层),2016年建造,8625元/㎡,69万,一小五中 佳兴花园城 精装三房 户型方正 采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,144.36㎡,南北,低层(共17层),2020年建造,8299元/㎡,119.8万,七小九中南北通透双阳台碧桂园精装大四房
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,150㎡,东南,低层(共7层),2014年建造,6640元/㎡,99.6万,捡漏！房东急售1小5中文化广场旁城市广场大4房南北通透采光好
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,113㎡,南北,中层(共29层),2017年建造,10054元/㎡,113.6万,四小旁 宝辉幸福城南北通透精装修边套 4房2厅 诚意出售
中梁南山院,南康广场天街南山大道,3室2厅2卫,99㎡,南,高层(共34层),2018年建造,7879元/㎡,78万,四小十一中 中梁南山院 户型房子 采光好
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,112㎡,南,高层(共17层),2021年建造,7492元/㎡,83.9万,七小九中 南北通透双阳台三房 佳兴品质 零投诉小区
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,144㎡,南,低层(共18层),2022年建造,7639元/㎡,110万,七小九中旁碧桂园精装修洋房四房南北通透无遮挡
亚琦城市壹号,南康工业大道工业大道162号,4室2厅2卫,112㎡,南,中层(共33层),2010年建造,4992元/㎡,55.9万,55W精装电梯四房 价格实惠 采光好 家具家电全送
恒大江湾,南康广场天街金赣北大道,4室2厅2卫,143㎡,南,低层(共33层),2022年建造,7693元/㎡,110万,赣南大道恒大江湾精装修四房南北通透双阳台
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,99.48㎡,南,高层(共26层),2022年建造,6032元/㎡,60万,康中北  旁珑玺湾毛坯大三房
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,89㎡,南,中层(共26层),2023年建造,8877元/㎡,79万,家居特色小镇旁珑玺湾精装修三房朝南好晒太阳
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南,中层(共33层),2020年建造,8548元/㎡,100万,送车位 碧桂园 精装三房 再送家电家具
中达天骄府,南康广场天街惠民路,4室2厅2卫,121㎡,南北,中层(共8层),2020年建造,7025元/㎡,85万,七小九中旁 洋房南北通透毛坯4房2厅 停车方便 诚意出售
红星中央广场,南康广场天街赣南大道,4室2厅2卫,131㎡,南北,高层(共33层),2022年建造,7604元/㎡,99.6万,家具小镇旁 红星中央广场毛坯4房2厅130平 十二小旁
五星公馆,南康天马山大道天马山大道9号,3室2厅2卫,113㎡,南,中层(共33层),2018年建造,8408元/㎡,95万,急售 南水中心地段 配套齐全的精装三房 房子保养的非常好
亚琦城市壹号,南康工业大道工业大道162号,3室2厅1卫,78㎡,南北,中层(共33层),2010年建造,4334元/㎡,33.8万,33.8万 带电梯精装3房 带全屋家电
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南,中层(共33层),2020年建造,8283元/㎡,96.9万,七小九中旁 碧桂园中间楼层 精装修3房2厅117平 满二
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,120㎡,南,高层(共31层),2017年建造,6375元/㎡,76.5万,六小旁 佳兴品质 复式楼 客厅已浇筑 超大阳台
佳龙太古城,南康和谐大道南山大道,3室2厅1卫,89㎡,南,中层(共33层),2015年建造,7753元/㎡,69万,南山脚下 现代装修风格 太古城精装三房
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143.24㎡,南,高层(共18层),2020年建造,7610元/㎡,109万,七小九中 碧桂园南北通透双阳台大四房 全新装修未入住
绿地城际空间站晶骊,南康赣南大道339省道,4室2厅3卫,167㎡,南,低层(共7层),2018年建造,8144元/㎡,136万,捡漏！房东急售140万赣州买167平复式洋房带前后花园
文峰馨城,南康文峰大道文峰大道,4室2厅2卫,112.03㎡,南,高层(共17层),2015年建造,7141元/㎡,80万,满五   豪华装修 精装四房 六小六中
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,142㎡,南北,高层(共18层),2019年建造,7395元/㎡,105万,广场旁 七小九中 碧桂园小洋房精装南北通透4房2厅急售
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南,高层(共17层),2020年建造,7343元/㎡,105万,七小九中 碧桂园精装四房 采光好南北通透双阳台
蓉江首府,南康南山大道新康西大道,4室2厅2卫,131㎡,南北,低层(共24层),2020年建造,5497元/㎡,72万,东山新区 蓉江   南北通透边套4房2厅131平 发个诚意出
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南,低层(共33层),2022年建造,8679元/㎡,99.8万,家具小镇旁 红星中央广场 精装修3房2厅115平 十二小十二
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,118㎡,南北,高层(共19层),2020年建造,6780元/㎡,80万,好房捡漏！高铁新区站  南北通透大三房 中间楼层 业主亏急售
红星中央广场,南康广场天街赣南大道,3室2厅2卫,97㎡,南,低层(共42层),2023年建造,6805元/㎡,66万,爱情海购物中心红星中央广场毛坯三房税费低
珑玺湾,南康迎宾中大道金赣北大道,4室2厅2卫,141㎡,东,中层(共24层),2022年建造,9646元/㎡,136万,喜欢客厅大的看过来康中北  豪装4房2厅2卫精装修未入住
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,99㎡,南,高层(共18层),2020年建造,6364元/㎡,63万,捡漏的来！洋房毛坯3房 中高楼层 视野好 房东忍痛亏本出售！
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,99㎡,南,中层(共26层),2019年建造,7980元/㎡,79万,北校旁东山新区珑玺湾精装3房2厅急售
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,103㎡,南,低层(共33层),2021年建造,8010元/㎡,82.5万,家具小镇旁 美的爱康公园天下毛坯 3房2厅 中间楼层诚意出售
恒大江湾,南康广场天街金赣北大道,4室2厅2卫,140㎡,南北,低层(共32层),2021年建造,7715元/㎡,108万,赣南大道 恒大江湾精装4房2厅急售随时看房
红星中央广场,南康广场天街赣南大道,4室2厅2卫,130㎡,南北,中层(共31层),2021年建造,7616元/㎡,99万,十二小 爱琴海购物中心 红星广场毛坯4房2厅急售
翡翠公馆,南康迎宾中大道工业一路,3室2厅1卫,103㎡,南,低层(共32层),2018年建造,6505元/㎡,67万,六小旁 翡翠公馆电梯毛坯3房103平 小区人车分流 诚意出售
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,低层(共17层),2018年建造,7693元/㎡,110万,花园小区 南水核心 143平精装大4房 诚意出售
龙祥城南花园,南康天马山大道天马山大道,3室2厅2卫,89㎡,南北,高层(共33层),2016年建造,11079元/㎡,98.6万,龙祥城南花园精装修复式楼大3房2厅2卫可改4
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,117㎡,南北,中层(共18层),2021年建造,6830元/㎡,79.9万,高铁站旁 绿地现房 单价只要六千多 中间楼层 买你速度
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,89㎡,南,低层(共33层),2019年建造,7304元/㎡,65万,泓泰家具城附近 亿邦凯旋城 精装修三房两厅两卫 65万超实惠
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,中层(共26层),2017年建造,8812元/㎡,126万,七小 九中楼龄新 电梯房 精装修未入住 中间好楼层
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,105㎡,南,低层(共32层),2018年建造,6477元/㎡,68万,坪岭转盘翡翠公馆毛坯三房诚意出售
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南,低层(共33层),2019年建造,8035元/㎡,94万,广场旁 七小 九中碧桂园精装3房2厅急售
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,125㎡,南,高层(共33层),2017年建造,7440元/㎡,93万,六小旁佳兴文峰花园精装四房，人车分流，南北通透双阳台
翡翠公馆,南康迎宾中大道工业一路,5室2厅3卫,172㎡,南北,中层(共32层),2018年建造,6966元/㎡,119.8万,宝辉酒店旁边翡翠公馆小区5房2厅3卫出售
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,113㎡,南北,中层(共29层),2016年建造,8850元/㎡,100万,宝辉幸福城四房两厅南北通透急户型好售100万四小十一中
亚琦东山苑,南康工业大道工业大道,4室2厅2卫,142.79㎡,南北,高层(共33层),2020年建造,5253元/㎡,75万,家具城  南北通透双阳台电梯大四房  前后无遮挡
恒大江湾,南康广场天街金赣北大道,3室2厅1卫,99㎡,南,高层(共32层),2021年建造,6566元/㎡,65万,金融中心 恒大江湾精装3房2厅急售随时看房
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,113㎡,南,中层(共29层),2014年建造,10071元/㎡,113.8万,宝辉幸福城 豪装四房两厅两卫 南北通透双阳台 采光通风俱佳
城发东顺园,南康赣南大道赣南大道,3室2厅2卫,123㎡,南,低层(共24层),2018年建造,6098元/㎡,75万,金融中心旁东顺园精装修三房南北通透朝南
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,143.92㎡,南北,低层(共26层),2018年建造,9450元/㎡,136万,四小旁 五星公馆南北通透精装修4房2厅 房东诚意出售
佳兴锦园,南康蓝田大道天马山大道,4室2厅2卫,129㎡,南,中层(共33层),2021年建造,9039元/㎡,116.6万,佳兴锦园 四房两厅两卫 南北通透双阳台 视野开阔采光通风俱佳
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,5室2厅3卫,206㎡,南北,中层(共31层),2020年建造,8059元/㎡,166万,产证206平！大五房 碧桂园精装修 南北通透户型
迎宾苑,南康广场天街迎宾南大道,4室2厅1卫,104㎡,南,高层(共34层),2020年建造,3847元/㎡,40万,卡洛岛旁 迎宾苑毛坯3加1户型  可做2卫
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,127㎡,南北,低层(共32层),2021年建造,8111元/㎡,103万,十二小 家居小镇美的公园天下江景南北通透4房2厅急售
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,低层(共33层),2022年建造,7809元/㎡,89.8万,红星精装3房2厅2卫 爱琴海旁 拎包入住 高性价比
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,89㎡,南,中层(共26层),2021年建造,9956元/㎡,88.6万,珑玺湾精装修大三房两厅 南北通透户型方正 小区环境好北校门口
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,89㎡,南,低层(共31层),2021年建造,9394元/㎡,83.6万,康中北   珑玺湾 精装3房2厅 电梯好楼层采光好
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,99.49㎡,南北,高层(共26层),2020年建造,6232元/㎡,62万,捡漏价 有车位可谈 家居小镇旁 康中边 温馨小三房
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,128㎡,南,高层(共33层),2022年建造,8516元/㎡,109万,美的公园天下 江景四房 凤凰层 南北通透 视野开阔采光好
恒大江湾,南康广场天街金赣北大道,5室2厅2卫,135㎡,南北,高层(共19层),2021年建造,7186元/㎡,97万,江湾旁  江景美宅 电梯中层 七米大阳台
红星中央广场,南康广场天街赣南大道,3室2厅2卫,96㎡,南,低层(共33层),2021年建造,6875元/㎡,66万,家居小镇十二小 红星中央广场毛坯3房2厅急售
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,99㎡,南,低层(共26层),2021年建造,9071元/㎡,89.8万,珑玺湾精装修 三房两厅 环境好 人车分流 北  门口交通方便
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,89㎡,南,高层(共33层),2020年建造,7529元/㎡,67万,爱琴海购物广场十二小 十二中美的公园天下毛坯3房2厅急售
红星中央广场,南康广场天街赣南大道,3室2厅2卫,112.22㎡,南北,中层(共42层),2022年建造,7575元/㎡,85万,爱情海旁 毛坯三房 买来即可装修 诚售
珑玺湾,南康迎宾中大道金赣北大道,4室2厅2卫,130㎡,南北,低层(共24层),2019年建造,6447元/㎡,83.8万,珑玺湾源直接过户 家具小镇刊江大南北通透四房 送人防车位一个推荐新房
珑玺湾,南康迎宾中大道金赣北大道,4室2厅2卫,129㎡,南北,高层(共26层),2022年建造,6900元/㎡,89万,一线江景房 直接过户 还送人防车位 紧邻4A景区家具小镇
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,89㎡,南,低层(共32层),2022年建造,8967元/㎡,79.8万,珑玺湾 精装三房两厅两卫 好楼层 采光通风好 紧邻家居小镇
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南,低层(共33层),2021年建造,8418元/㎡,96.8万,红星中央广场三房两厅两卫
红星中央广场,南康广场天街赣南大道,4室2厅2卫,115㎡,南,高层(共33层),2021年建造,8679元/㎡,99.8万,红星中央广场 精装四房两厅两卫 好楼层 视野开阔采光好
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅1卫,100㎡,南,高层(共18层),2021年建造,6400元/㎡,64万,经开区  捡漏大品牌  楼层日照时间长送产权 车位 园林舒适
