小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,121㎡,南,低层(共33层),2020年建造,7422元/㎡,89.8万,凯旋城 精装四房两厅两卫 南北通透双阳台 采光通风俱佳广告
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,140㎡,南北,中层(共18层),2020年建造,8286元/㎡,116万,龙湖紫云台 南水非常认可物业 改善居住环境非常认可
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,124㎡,南,中层(共32层),2018年建造,7178元/㎡,89万,赣南大道东山新区  八小 凯旋城 南北通透精装大四房 楼层好
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,122.72㎡,南,高层(共34层),2019年建造,7970元/㎡,97.8万,五维园林 智慧物业 紫云台毛坯4房2厅
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,115㎡,南北,低层(共24层),2017年建造,8522元/㎡,98万,书香华庭四房两厅房东诚意出售98万南北通透三小五中
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,98㎡,南,中层(共32层),2021年建造,5000元/㎡,49万,东山新区毛坯三房，人车分流，户型方正视野开阔，  即装修
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,122㎡,南,高层(共33层),2020年建造,8361元/㎡,102万,四小十一中 紫云台四房 南北通透双阳台
佳龙太古城,南康和谐大道南山大道,3室2厅1卫,89㎡,南,中层(共30层),2018年建造,7753元/㎡,69万,天然氧吧 太古城温馨3房 新精装保养好
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,116㎡,南北,高层(共30层),2009年建造,10311元/㎡,119.6万,书香华庭 精装4房 南北通透 品质舒适小区 周边配套成熟
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南,中层(共33层),2018年建造,7949元/㎡,93万,七小九中   碧桂园精装修   三房两厅两卫
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南,高层(共32层),2017年建造,7352元/㎡,66.9万,凯旋城三房二厅两卫拎包入住 超大主卧 停车方便 小区绿化好
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南,高层(共32层),2018年建造,7767元/㎡,69.9万,凯旋城三房两厅两卫也能房东自装 家具家电齐全拧包就可入住
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,112㎡,南,高层(共17层),2021年建造,7492元/㎡,83.9万,七小九中 南北通透双阳台三房 佳兴品质 零投诉小区
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南北,高层(共17层),2018年建造,7546元/㎡,83万,七小九中 佳兴公园东边套洋房 小区人车分流有密码看房业主急售
南康·居然大观,南康广场天街赣南大道与机场快速路的交汇处,3室2厅2卫,111㎡,南北,6667元/㎡,74万,洋房清栋捡漏6字头！买房就送车位独梯独户大3房南北通透长阳台推荐新房
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,128㎡,南,低层(共33层),2023年建造,9844元/㎡,126万,爱情海购物中心十二小十二中美的公园天下精装修四房南北通透
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,120㎡,南北,中层(共17层),2018年建造,6584元/㎡,79万,出价就卖 经开万达商圈高铁新区现房，房东硬亏20万挥泪甩卖
绿地城际空间站晶骊,南康赣南大道339省道,4室2厅2卫,150㎡,南,低层(共6层),2021年建造,7334元/㎡,110万,高铁新区央企纯洋房南北通透大横厅   捡漏啦 新小区环境好.
亚琦时代新城,"南康赣南大道赣南大道,近向阳大道",4室2厅2卫,128㎡,南北,高层(共33层),2018年建造,5532元/㎡,70.8万,时代新城精装修四房 产证面积128平米 好楼层户型方正 急售
恒大江湾,南康广场天街金赣北大道,5室2厅2卫,135㎡,南北,高层(共19层),2021年建造,7186元/㎡,97万,江湾旁  江景美宅 电梯中层 七米大阳台
亚琦时代新城,"南康赣南大道赣南大道,近向阳大道",3室2厅2卫,96㎡,南,高层(共33层),2017年建造,6240元/㎡,59.9万,时代新城三房两厅两卫精装修拎包入住 采光好     就在楼下
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,98㎡,南,中层(共18层),2021年建造,6113元/㎡,59.9万,房东吐血出售！60万买高新区三房 中间楼层
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,118㎡,东南,高层(共18层),2020年建造,6695元/㎡,79万,118平通透3房2厅2卫海玥天境现房经开区高铁站配套齐全
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,97㎡,南,中层(共18层),2020年建造,6186元/㎡,60万,高铁新区 绿地 小洋房 户型方正诚意出售
嘉联芙蓉新城(南康),南康天马山大道天马山大道1115号,4室2厅2卫,133㎡,南,低层(共7层),2008年建造,7970元/㎡,106万,芙蓉新城带前后院子 精装修四房 南北通透门口有两个车位
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,97㎡,南,中层(共18层),2020年建造,6186元/㎡,60万,笋盘推荐！经开区绿地现房 纯洋房小区 房东吐血价 亏本出售
亚琦城市广场颐园,南康天马山大道幸福路,4室2厅2卫,143.5㎡,南北,低层(共7层),2015年建造,5994元/㎡,86万,城市广场41大四房南北通透毛坯现房房东急售
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,124㎡,南北,中层(共32层),2017年建造,7000元/㎡,86.8万,凯旋城精装4房2厅2卫，拎包入住 八小 花园小区 好停车
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,89㎡,南北,低层(共32层),2019年建造,8967元/㎡,79.8万,珑玺湾 花园小区 带电梯 南北通透 小三居 商品房 低密宜居
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126㎡,南,低层(共32层),2018年建造,6985元/㎡,88万,房东需资金周转亏本贱卖 南北通透四房两厅两卫   即住
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,98㎡,南,中层(共33层),2020年建造,5000元/㎡,49万,东山新区 凯旋城旁 八小  花园小区电梯 三房两厅  送车位
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,127㎡,南北,中层(共32层),2021年建造,8347元/㎡,106万,东山新区美的爱康公园天下四房两厅十二中十二小急售106万
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,135㎡,南,中层(共31层),2019年建造,6660元/㎡,89.9万,首付十几万 超大阳台 视野非常棒 南北通透 4房2厅2卫
佳兴花园城,南康天马山大道南水大道1号,4室2厅2卫,139.26㎡,南,低层(共33层),2015年建造,9479元/㎡,132万,佳兴花园城大四房 赠送22 税费低 城意出售 随时看房
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,低层(共33层),2021年建造,7809元/㎡,89.8万,房东急售！全新装修！小区环境优美 周边配套齐全 房龄新
城发东山之冠,南康迎宾中大道滨江大道,4室2厅2卫,130㎡,东,低层(共33层),2022年建造,7062元/㎡,91.8万,东山之冠毛坯四房 业主急售 四房两厅两卫双阳台
蓝田花园,南康蓝田大道芙蓉大道52-30号,4室2厅2卫,138㎡,南北,中层(共7层),2008年建造,6290元/㎡,86.8万,蓝田花园小区4房2厅2卫楼梯房4楼看江景
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南北,高层(共32层),2015年建造,7143元/㎡,65万,价格实惠的小户型三房 面积不大但一应俱全 采光好 阳光充足
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,127㎡,南北,低层(共33层),2022年建造,8504元/㎡,108万,品质好小区房东诚意出售！户型南北通透双阳台 好采光 好晒太阳
亚琦城市广场,南康天马山大道幸福路,3室2厅2卫,116.7㎡,南北,高层(共7层),2010年建造,5990元/㎡,69.9万,房东诚意出售！南北通透好房源！采光好！周边配套齐全！价格实惠
城市商业中心,南康南水大道南水大道,3室2厅2卫,116㎡,南北,高层(共33层),2015年建造,7483元/㎡,86.8万,房东急售！视野开阔无遮挡 采光好 户型方正 周边配套齐全
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,143.92㎡,南北,低层(共32层),2016年建造,9450元/㎡,136万,五星公馆精装修4房2厅2卫电梯房
华府世家,南康南山大道南山大道,6室2厅2卫,134.43㎡,南北,中层(共17层),2017年建造,8555元/㎡,115万,房东急售！得房率高户型通透的好房源！南  阳台！可议价！
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,100㎡,南北,高层(共28层),2018年建造,7980元/㎡,79.8万,书香华庭 高楼层视野好 南北通透 4房2厅2卫79万房东诚售
城市家园小区(南康),南康天马山大道文化路45号,3室2厅2卫,118.63㎡,南北,中层(共7层),2010年建造,5783元/㎡,68.6万,文化广场旁三房 装修八成新 户型通透且方正 周边繁华价格好！
城市商业中心,南康南水大道南水大道,3室2厅2卫,106㎡,南北,高层(共33层),2015年建造,9133元/㎡,96.8万,房东急售！全新装修！视野好！户型正！配套齐！价格优！
红星中央广场,南康广场天街赣南大道,4室2厅2卫,130㎡,南北,高层(共33层),2022年建造,7985元/㎡,103.8万,房东诚意出售！东边套 好楼层 户型通透  配套齐全
红星中央广场,南康广场天街赣南大道,4室2厅2卫,115㎡,南北,高层(共33层),2021年建造,8679元/㎡,99.8万,家具小镇旁精装四房 小区新 房龄新 装修新 楼层好 配套齐
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,115㎡,南北,中层(共33层),2022年建造,8087元/㎡,93万,小镇旁三房南北通透好户型！双阳台 配套齐 房龄新 品质小区
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,134.15㎡,南北,低层(共11层),2016年建造,9900元/㎡,132.8万,五星公馆小洋房电梯4房2厅2卫出售
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126㎡,南,低层(共32层),2018年建造,6985元/㎡,88万,房东需资金周转亏本贱卖 南北通透四房两厅两卫   即住
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,125.11㎡,南北,高层(共33层),2017年建造,6795元/㎡,85万,房东诚意出售！南北通透好房源！采光好！ 价格好！ 楼层好！
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,105㎡,南北,高层(共33层),2021年建造,8000元/㎡,84万,房东急售！    ！地板水电已弄好！卫生间厨房防水已做！
佳龙太古城,南康和谐大道南山大道,3室2厅2卫,89㎡,南北,高层(共33层),2017年建造,8304元/㎡,73.9万,诚意出售小户型三房！面积不大但一应俱全！采光无忧 阳光充足！
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,89㎡,南北,高层(共33层),2021年建造,7720元/㎡,68.7万,东山美的江景三房 户型方正 视野开阔 采光日照好 价格实惠
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,143.92㎡,东,中层(共17层),2017年建造,8199元/㎡,118万,五星公馆毛坯四房两厅两卫出售
南康阳光康城,南康蓝田大道英才路2号,4室2厅2卫,148㎡,南北,中层(共11层),2017年建造,7014元/㎡,103.8万,南康中学对面阳光康城电梯房未入住4房2厅2卫出售
锦绣城,南康蓝田大道学府路,3室2厅2卫,112.82㎡,南北,中层(共7层),2007年建造,6294元/㎡,71万,配套齐全的小区 ！户型深受欢迎的小区！价格也对钱包相当友善！
恒辉大景城,南康迎宾中大道迎宾南大道2号,3室2厅2卫,133.16㎡,南北,中层(共28层),2012年建造,6294元/㎡,83.8万,恒辉大景城精装修3房2厅2卫出售电梯房宝辉酒店对面
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,127㎡,南北,低层(共26层),2016年建造,6930元/㎡,88万,业主急售 太古城 四房两厅两卫 南北通透大阳台 好停车采光好
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,122㎡,南北,高层(共33层),2021年建造,8361元/㎡,102万,房东急售！花园小区环境优美 户型通透双阳台 视野开阔采光好
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,100㎡,南北,高层(共28层),2018年建造,7980元/㎡,79.8万,书香华庭小区4房2厅2卫电梯房
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,115㎡,南北,中层(共32层),2016年建造,9548元/㎡,109.8万,四小对面宝辉幸福城电梯房4房2厅2卫南北通透
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,110㎡,南北,高层(共22层),2020年建造,8528元/㎡,93.8万,宝辉酒店旁边翡翠公馆精装修3房2厅2卫
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,138㎡,西南,高层(共11层),2016年建造,9624元/㎡,132.8万,五星公馆精装修电梯房4房2厅2卫出售
城发东山之冠,南康迎宾中大道滨江大道,4室2厅2卫,130㎡,东,低层(共33层),2022年建造,7062元/㎡,91.8万,东山之冠毛坯四房 业主急售 四房两厅两卫双阳台
红星中央广场,南康广场天街赣南大道,3室2厅2卫,105㎡,南,中层(共33层),2022年建造,7429元/㎡,78万,东山高品质花园小区！房东诚意出售 户型方正 价格实惠
日豪花园,南康天马山大道马山大道13号,3室2厅2卫,128㎡,南北,中层(共7层),2010年建造,6172元/㎡,79万,南水中心 日豪花园 大三房两厅 南北通透双阳台 采光通风好
文峰馨城,南康文峰大道文峰大道,3室2厅2卫,112.03㎡,南北,高层(共17层),2015年建造,7124元/㎡,79.8万,全屋豪华装修！房东诚意出售 ！大阳台好楼层！另有车位出售！
红星中央广场,南康广场天街赣南大道,3室2厅2卫,114.74㎡,南北,高层(共33层),2021年建造,7391元/㎡,84.8万,南康红盘 红星三房大阳台！ 户型好！采光好！视野好！配套好！
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,102.42㎡,南,低层(共32层),2022年建造,7997元/㎡,81.9万,高品质小区美的三房！户型方正 采光好 价格好 配套好
锦绣城,南康蓝田大道学府路,4室2厅2卫,140㎡,南北,中层(共7层),2013年建造,6543元/㎡,91.6万,锦绣城140平98万4室2厅2卫
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,115㎡,南北,高层(共32层),2017年建造,10400元/㎡,119.6万,书香华庭电梯房南北通透4房2厅2卫
蓝田花园,南康蓝田大道芙蓉大道52-30号,4室2厅2卫,138㎡,南北,中层(共7层),2008年建造,6290元/㎡,86.8万,装修好 商品住宅 医疗配套成熟 中间好楼层 双卫 居住密度低
佳龙太古城,南康和谐大道南山大道,3室2厅1卫,89㎡,南北,高层(共33层),2017年建造,6967元/㎡,62万,佳龙太古城三房户型方正 视野开阔 采光好 好晒太阳 价格实惠
城发东山之冠,南康迎宾中大道滨江大道,5室2厅4卫,199.44㎡,南北,高层(共16层),2022年建造,8474元/㎡,169万,城发东山之冠5室2厅4卫169万199.44平方米
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南北,低层(共33层),2020年建造,8377元/㎡,98万,碧桂园3室2厅2卫精装修带家电家家具门口就是七小九中超市广场
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,102.42㎡,南北,低层(共33层),2022年建造,7909元/㎡,81万,美的爱康公园天下3室2厅2卫83万102平方米
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南,低层(共32层),2018年建造,6810元/㎡,86万,四小八中 南山脚下 森林氧吧 精装南北通透四房
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,122㎡,南北,中层(共7层),2016年建造,7369元/㎡,89.9万,城市住宅广场安家頣园生活从此开始
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南北,高层(共18层),2019年建造,7546元/㎡,83万,七小 九中 佳兴公园毛坯 南北通透 大3房2厅急售
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,106㎡,南北,低层(共31层),2018年建造,6510元/㎡,69万,六小旁 佳兴文峰花园  四房两厅 大阳台  采光好人车分流
佳兴文峰花园,南康迎宾中大道文峰路,3室2厅2卫,106㎡,南,低层(共33层),2017年建造,6510元/㎡,69万,六小旁佳兴文峰花园毛坯三房可改四房，户型方正小区中间
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南北,低层(共33层),2019年建造,7667元/㎡,69万,质鉴匠心透明建造凯旋之城  生活从此启航
宏景苑,南康蓝田大道南水大道,4室2厅2卫,120㎡,南北,低层(共16层),2015年建造,6659元/㎡,79.9万,康中旁 新装修电梯四房 户型方正采光好 拎包入住
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,130㎡,南北,高层(共33层),2018年建造,7154元/㎡,93万,房东急售！佳兴文峰花园  豪华大四房  南北通透双阳台视野好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273.8㎡,南,中层(共31层),2018年建造,8693元/㎡,238万,重新装修 七小九中 碧桂园大平层6房 打好衣柜鞋柜 7台空调
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共31层),2020年建造,8389元/㎡,229万,七小九中 碧桂园南北通透大六房 带超大阳台   楼层
鑫安佳苑,南康广场天街泰康东大道53号,4室2厅2卫,142㎡,南北,低层(共12层),2012年建造,5627元/㎡,79.9万,东山公园旁 鑫安佳苑 精装4房2厅 赠5平柴间
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,128㎡,南,低层(共32层),2020年建造,6719元/㎡,86万,文化新城四小八中佳龙太古城精装修四房装修新入住少
宏景苑,南康蓝田大道南水大道,4室2厅2卫,120㎡,南北,中层(共14层),2016年建造,6650元/㎡,79.8万,广场旁康中对面 宏景苑精装4房2厅 诚意出售
中梁南安府,南康南山大道940乡道,3室2厅2卫,112.09㎡,南,高层(共34层),2020年建造,9805元/㎡,109.9万,四小十一中 全屋定制豪华装修   就在楼下
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,142㎡,南,低层(共33层),2020年建造,8937元/㎡,126.9万,业主新装修瓷砖上墙 碧桂园精装四房 中层 南北通透双阳台
翡翠公馆,南康迎宾中大道工业一路,3室2厅1卫,104.91㎡,南北,高层(共32层),2017年建造,6082元/㎡,63.8万,六小六中 电梯三房 户型方正采光好   即装修
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,105㎡,南,高层(共32层),2018年建造,7610元/㎡,79.9万,四小十一中 紫云台电梯三房 佳兴品质户型方正 采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南,低层(共33层),2020年建造,8812元/㎡,126万,体育公园七小九中旁碧桂园精装修四房南北通透双阳台。
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南北,高层(共17层),2020年建造,7600元/㎡,83.6万,体育广场 七小九中 佳兴公园 南北通透 大三房    的楼层
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南,中层(共33层),2019年建造,8389元/㎡,229万,碧桂园 273平6房 双主卧 中西式双厨 岩板上墙 税满二
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,138㎡,东,低层(共33层),2021年建造,8624元/㎡,119万,龙湖紫紫云台4房2厅2卫精装修未入住
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,140㎡,南北,中层(共18层),2020年建造,8286元/㎡,116万,龙湖紫云台 南水非常认可物业 改善居住环境非常认可
中梁南安府,南康南山大道940乡道,3室2厅2卫,115㎡,南北,高层(共34层),2018年建造,9557元/㎡,109.9万,四小十一中旁 中梁南安府精装3房2厅 边套 随时看房 满二
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,106㎡,南,高层(共32层),2019年建造,5944元/㎡,63万,宝辉洒店旁六中 翡翠公馆毛坯3房2厅急售
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,105㎡,南,高层(共33层),2021年建造,7600元/㎡,79.8万,龙湖物业  紫云台毛坯三房 视野开阔 釆光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共32层),2020年建造,8389元/㎡,229万,正荣之家碧桂住宅园你幸福之梦
亚琦城市壹号,南康工业大道工业大道162号,3室2厅1卫,78㎡,南,中层(共33层),2010年建造,4334元/㎡,33.8万,八小六中 家具城精装修未入住电梯房仅售三十多万
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,136㎡,南北,低层(共32层),2018年建造,6383元/㎡,86.8万,房东急售！佳兴文峰花园小区环境好  南北通透双阳台 视野开阔
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,149㎡,南北,低层(共7层),2014年建造,6645元/㎡,99万,一小 五中 城市广场精装4房2厅急售 随时看房
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,中层(共25层),2019年建造,8812元/㎡,126万,碧桂园 精装4房2厅2卫 南北通透 一梯一户
城市家园小区(南康),南康天马山大道文化路45号,3室1厅1卫,100.93㎡,南,低层(共6层),2011年建造,4935元/㎡,49.8万,文化艺术中心旁 城市家园精装三房 中间楼层 配套成熟
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,低层(共32层),2020年建造,8042元/㎡,115万,捡漏 七小九中  全屋定制品牌家居 好楼层 视野开阔
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南,低层(共32层),2022年建造,6667元/㎡,60万,家具城旁凯旋城精装修三房朝南家具家电齐全拎包入住
社保局家属房,南康广场天街宝林路,3室2厅2卫,116㎡,南北,高层(共7层),2017年建造,3707元/㎡,43万,城中芯 实验小旁 接官亭 全现房 电梯 有证
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126㎡,南北,低层(共32层),2016年建造,6985元/㎡,88万,南水 佳龙太古城四房两厅两卫精装修急急出售
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,146㎡,南,高层(共33层),2020年建造,8151元/㎡,119万,南康中学旁 书香华庭 商业配套齐全 电梯房边套  次新小区
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,105㎡,南,高层(共34层),2020年建造,9505元/㎡,99.8万,四小十一中龙湖紫云台 新装4房2厅2卫 高档小区环境好
中梁南安府,南康南山大道940乡道,3室2厅2卫,115㎡,南,高层(共34层),2019年建造,9392元/㎡,108万,十一中 四小旁中梁南安府精装3房2厅急售 随时看房
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,105㎡,南北,高层(共34层),2018年建造,9505元/㎡,99.8万,小康生活从此开始佳兴住宅云台安家
红星中央广场,南康广场天街赣南大道,4室2厅2卫,140㎡,南北,低层(共33层),2021年建造,7572元/㎡,106万,房东诚意出售！家具小镇旁大四房 大阳台 单价七千多
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143.6㎡,南,中层(共26层),2018年建造,8831元/㎡,126.8万,七小 九中 碧桂园精装修 一梯一户 重装修 打好所有柜子
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,273㎡,南北,中层(共32层),2018年建造,8389元/㎡,229万,捡漏 七小九中 瓷砖上墙大平层 拎包入住 南北通透双阳台
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,136㎡,南,低层(共31层),2017年建造,6471元/㎡,88万,六小旁佳兴文峰花园毛坯正四房，户型方正，契税满二
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,89㎡,南,低层(共32层),2019年建造,6742元/㎡,60万,家具城八小旁 凯旋城精装3房2厅急售随时看房
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,110㎡,南,高层(共17层),2021年建造,7600元/㎡,83.6万,七小九中旁佳兴公园毛坯正三房，人车分流，佳兴品质  即装修
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,100㎡,南北,高层(共32层),2018年建造,7990元/㎡,79.9万,捡漏 四小十一中 南水高端品质小区   楼层 视野开阔
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南,低层(共30层),2015年建造,6969元/㎡,88万,佳龙太古城精装套房，正四房两厅  南北通透，四小八中附近
龙湖佳兴紫云台,南康南山大道天马山大道,3室2厅2卫,100㎡,南北,高层(共32层),2018年建造,7990元/㎡,79.9万,佳兴住宅紫云安家轻奢生活从此启航
五星公馆,南康天马山大道天马山大道9号,3室2厅2卫,113㎡,南北,中层(共31层),2012年建造,8408元/㎡,95万,五星公馆 电梯房 南北通透 产权清晰 双卫格局 交通便捷
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,148.77㎡,南北,低层(共7层),2013年建造,6709元/㎡,99.8万,一小五中 城市广场精装修正4房2厅2卫 9成新 边套 房急售
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南北,低层(共33层),2016年建造,6924元/㎡,63万,八小六中 爱琴海     高架路通赣州
中梁南安府,南康南山大道940乡道,3室2厅2卫,112.09㎡,南,高层(共34层),2019年建造,9992元/㎡,112万,四小十一中 中梁南安府 豪装大3房2厅 全屋品牌装修 诚意售
迎宾苑,南康广场天街迎宾南大道,4室2厅1卫,104㎡,南,高层(共34层),2021年建造,3847元/㎡,40万,七小九中 电梯边套精致四房 户型方正采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南北,高层(共33层),2020年建造,8718元/㎡,102万,七小九中 碧桂园精装大三房 家具家电车位打包
红星中央广场,南康广场天街赣南大道,4室2厅2卫,115㎡,南,高层(共33层),2018年建造,8679元/㎡,99.8万,十二小十二中 红星 精装大四房 全新装修未入住
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,115.47㎡,南北,高层(共33层),2022年建造,7258元/㎡,83.8万,十二小十二中 美的公园 南北通透双阳台户型方正
佳兴锦园,南康蓝田大道天马山大道,4室2厅2卫,129.31㎡,南北,中层(共32层),2019年建造,9018元/㎡,116.6万,四小十一中 佳兴品质 边套四房  楼层   即装修
龙祥城南花园,南康天马山大道天马山大道,4室2厅3卫,160㎡,南北,中层(共33层),2015年建造,7300元/㎡,116.8万,七小九中 全新装修复式楼四房 拎包入住
龙祥城南花园,南康天马山大道天马山大道,3室2厅2卫,115㎡,南,高层(共34层),2014年建造,7740元/㎡,89万,七小九中 城南花园精装复式楼 豪华装修 家具家电齐全
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,90㎡,南北,高层(共33层),2022年建造,7645元/㎡,68.8万,十二小十二中 美的公园三房 户型方正采光好 楼下就是
红星中央广场,南康广场天街赣南大道,3室2厅1卫,96.29㎡,南,低层(共42层),2022年建造,6855元/㎡,66万,十二小十二中 红星三房 直接过户 急卖急装修
花香美林郡,南康广场天街市场东路,4室2厅2卫,134.88㎡,南北,中层(共34层),2019年建造,6955元/㎡,93.8万,八小旁 南北通透双阳台边套四房 全新装修 拎包入住
佳兴花园城,南康天马山大道南水大道1号,3室2厅1卫,80㎡,南,高层(共33层),2016年建造,8625元/㎡,69万,一小五中 佳兴花园城 精装三房 户型方正 采光好
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,144.36㎡,南北,低层(共17层),2020年建造,8299元/㎡,119.8万,七小九中南北通透双阳台碧桂园精装大四房
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,150㎡,东南,低层(共7层),2014年建造,6640元/㎡,99.6万,捡漏！房东急售1小5中文化广场旁城市广场大4房南北通透采光好
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,113㎡,南北,中层(共29层),2017年建造,10054元/㎡,113.6万,四小旁 宝辉幸福城南北通透精装修边套 4房2厅 诚意出售
中梁南山院,南康广场天街南山大道,3室2厅2卫,99㎡,南,高层(共34层),2018年建造,7879元/㎡,78万,四小十一中 中梁南山院 户型房子 采光好
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,112㎡,南,高层(共17层),2021年建造,7492元/㎡,83.9万,七小九中 南北通透双阳台三房 佳兴品质 零投诉小区
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,144㎡,南,低层(共18层),2022年建造,7639元/㎡,110万,七小九中旁碧桂园精装修洋房四房南北通透无遮挡
